Eigvals	628
36.1591245361	19.6523279592	7.88068793311	6.91250932779	3.81296818269	3.43534842373	2.81179136558	2.31110452139	1.93697718073	1.83238335917	1.64402738296	1.53142855354	1.33809789652	1.24375906106	1.1831242448	1.1700203429	1.04875040419	0.979282320752	0.961892202616	0.928517217756	0.86786718886	0.828664499289	0.76198376044	0.692944384181	0.674358315535	0.653205057902	0.585315961115	0.549151329481	0.529165702289	0.510329258176	0.489381787093	0.447746095664	0.434292921864	0.424606018691	0.405931478378	0.390224569653	0.380129378836	0.365563399702	0.34713163532	0.33830281905	0.337222028901	0.326838889044	0.302514633914	0.301246217623	0.291831457229	0.279541845271	0.272191205504	0.260337156236	0.25272210886	0.23975358741	0.229567145425	0.225676717169	0.218424257847	0.21689173894	0.209609842997	0.203400507711	0.198172072756	0.193184379119	0.192241318555	0.185915788289	0.181943757638	0.177547678348	0.170531148742	0.169134010963	0.16100735134	0.159254198278	0.156617021912	0.152368841444	0.151587903215	0.150662040771	0.14772202011	0.141513236445	0.136767977808	0.135901089654	0.132505055745	0.129685432757	0.126146640092	0.120584286865	0.117582086716	0.115400997048	0.113516756815	0.111785880066	0.109374377077	0.108886022055	0.105292070874	0.104175090018	0.102249957327	0.0981733103321	0.0975051144865	0.0943442655833	0.0935178775536	0.0912554384724	0.0895601456839	0.0880236710549	0.0873457200135	0.0846240111243	0.0823529344786	0.0806570225937	0.0797849514597	0.0783815501754	0.0765433104725	0.0759516605977	0.0745042415409	0.0736104048419	0.0720103347465	0.0700059126975	0.0689808638388	0.0665140615396	0.0660912794645	0.0659247949591	0.0648327781487	0.0638269382054	0.0624549872773	0.0614039806679	0.0594103841317	0.0589218940537	0.0563865298658	0.0557041565884	0.0555005571065	0.0527705504892	0.0522410773618	0.051548120312	0.0503497810499	0.0492698943091	0.0483171552314	0.0473297223552	0.0464201102441	0.0460566737314	0.0454445876701	0.0446915069198	0.0441107825759	0.0438285106602	0.0425337737021	0.0424823659483	0.0411715434357	0.0399442949015	0.0389828057532	0.0380997718479	0.0378790911365	0.036908461682	0.0366107807342	0.0361997987176	0.0352666706775	0.0342072545391	0.0339710645079	0.0336037014138	0.0322520003181	0.031750248908	0.0313944537924	0.0307172598172	0.0302540225989	0.0297178803904	0.0291296944966	0.0283070563094	0.028125032077	0.0276573562531	0.0266748800211	0.026197970134	0.0259516978722	0.0255616240108	0.0248114685183	0.0237245890129	0.0231960514621	0.0230182100052	0.0223324293023	0.0220903467423	0.021414188772	0.0211865286326	0.0209113537861	0.020436967519	0.0198852048917	0.0195415756483	0.0191607201558	0.0185685569203	0.0181858120998	0.0177575696033	0.0175633078228	0.0171177533746	0.0163082442146	0.0160079730119	0.015625755974	0.0151899797865	0.0148830190539	0.0144216029346	0.0139279879144	0.0135150806947	0.0132921295685	0.0128908533952	0.0123347719325	0.0119566258525	0.0116167211638	0.0113030940916	0.0110213389867	0.0108059884933	0.0104037420884	0.0100633795687	0.0099606633844	0.00949312254446	0.00938364441118	0.0090441101886	0.00862265860944	0.00788621184433	0.00777598878978	0.00762050181169	0.00711720953441	0.00690985925858	0.00678519800207	0.00658804159793	0.00633596276321	0.00588658226146	0.00572537998808	0.00554858313794	0.00486597682837	0.00471428179333	0.00452303439868	0.00434399961164	0.00399977061816	0.0037901111722	0.00366391580599	0.00318769139227	0.00301468055828	0.00275607451381	0.00254308238822	0.00238597728069	0.00203859618037	0.00192721750755	0.00181259368639	0.00167224006385	0.00141017588277	0.00115864187032	0.000983713573614	0.000608240628345	0.000436276249412	0.00036728139852	0.000104594660625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	628
0.294433969812	0.160023590485	0.0641703100604	0.0562866935762	0.0310479684782	0.0279731129297	0.0228956564815	0.0188186989484	0.0157722812174	0.0149206020217	0.013386870259	0.0124700084498	0.0108957692069	0.0101275935891	0.0096338606824	0.00952715915386	0.00853969084729	0.00797403103546	0.00783242800762	0.00756066453406	0.007066807755	0.00674759085842	0.00620462763955	0.00564245867429	0.00549111734496	0.00531887209015	0.00476606953948	0.00447159072685	0.00430885317087	0.00415547310185	0.00398490351125	0.00364587533867	0.0035363297836	0.00345745195143	0.00330539022125	0.00317749311232	0.00309529070432	0.00297668387643	0.00282659900498	0.00275470834234	0.00274590776052	0.00266136066138	0.00246329483173	0.00245296646098	0.00237630461385	0.0022762336281	0.00221637935687	0.00211985504028	0.00205784776943	0.00195224860733	0.00186930316574	0.00183762446085	0.00177856964642	0.00176609075952	0.00170679625066	0.00165623531309	0.00161366158158	0.0015730481415	0.00156536905443	0.00151386197257	0.00148151880145	0.00144572271695	0.00138858901438	0.00137721249939	0.00131103930839	0.00129676385725	0.00127529004348	0.00124069825908	0.00123433929034	0.00122680024291	0.00120286044996	0.00115230400409	0.00111366464664	0.00110660581089	0.00107895282543	0.00105599339816	0.00102717796676	0.000981885229083	0.000957439125383	0.000939679102223	0.0009243362437	0.000910242182546	0.000890605966036	0.000886629423193	0.000857364850918	0.000848269577961	0.000832593743218	0.000799398709497	0.000793957771477	0.000768219833889	0.000761490779707	0.000743068350273	0.000729264039685	0.000716752942408	0.000711232570468	0.000689070431223	0.000670577668439	0.000656768316716	0.000649667277372	0.000638239760344	0.000623271471699	0.000618453826814	0.000606667884971	0.000599389614521	0.000586360676563	0.000570039210028	0.000561692514454	0.000541606010618	0.000538163410546	0.000536807772254	0.000527915774764	0.000519725492193	0.000508554066906	0.00049999600439	0.000483762687078	0.000479785044512	0.000459140259764	0.000453583878752	0.000451926023246	0.000429696317846	0.000425384961396	0.000419742399589	0.000409984647136	0.000401191421523	0.000393433524935	0.000385393126131	0.000377986400767	0.000375027035556	0.000370042984333	0.000363910851496	0.000359182170254	0.0003568837064	0.000346341013586	0.000345922414153	0.000335248741019	0.000325255588184	0.000317426442139	0.000310236135914	0.000308439192576	0.000300535619491	0.000298111684057	0.00029476516867	0.000287166959456	0.000278540420421	0.000276617188888	0.000273625850587	0.000262619314209	0.000258533688203	0.000255636544822	0.000250122337467	0.000246350322107	0.000241984661134	0.000237195222509	0.000230496702279	0.000229014528194	0.000225206370469	0.000217206332278	0.000213322984075	0.000211317655665	0.00020814138973	0.000202033076477	0.000193182910671	0.000188879172368	0.000187431057492	0.000181846930737	0.000179875717936	0.000174369946489	0.000172516171558	0.000170275497219	0.000166412698171	0.000161919844352	0.000159121764377	0.000156020561126	0.000151198736083	0.000148082148545	0.000144595085738	0.000143013264608	0.000139385235262	0.00013279362115	0.000130348593972	0.000127236304024	0.00012368789641	0.000121188398199	0.000117431211556	0.000113411837973	0.000110049646177	0.000108234215466	0.000104966732135	0.000100438711208	9.73595699698e-05	9.45918180362e-05	9.20380376256e-05	8.97437820224e-05	8.79902412089e-05	8.47148575439e-05	8.19433776161e-05	8.11069875131e-05	7.72999289263e-05	7.64084781016e-05	7.36437427734e-05	7.02119765698e-05	6.42152897753e-05	6.33177732581e-05	6.20516848558e-05	5.79535119859e-05	5.62651147794e-05	5.52500318893e-05	5.36446406226e-05	5.15920308605e-05	4.79328469952e-05	4.66202204894e-05	4.51806115633e-05	3.96223330341e-05	3.83871213983e-05	3.68298455974e-05	3.53720137566e-05	3.25690501789e-05	3.08618500248e-05	2.98342752944e-05	2.59565087154e-05	2.45477282948e-05	2.24419692294e-05	2.07076319665e-05	1.94283675738e-05	1.65997372429e-05	1.56928108387e-05	1.47594600696e-05	1.36165984878e-05	1.14826807514e-05	9.43450732963e-06	8.01011352883e-06	4.95273890345e-06	3.55247948331e-06	2.99067307607e-06	8.51686027914e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	628	628
California.HC21	0.177385131912	-0.0523745693148	-0.120872935092	0.083230319736	-0.0353155737483	0.0333666108748	-0.0390592132695	-0.0614883148511	0.019979664975	-0.0618486199581	0.0722491712478	-0.0357099799907	0.0152956338188	-0.0331920547645	0.0684122421701	-0.00495982611246	0.0165534150064	0.0223560354882	-0.0361994266335	-0.0559142853682	0.000881618831919	0.0148247666816	-0.0186335057369	0.00112542336081	-0.0193144580817	0.00452091467186	-0.00472304308572	0.070698982433	-0.0213753682274	0.0192736428773	-0.00354938540283	0.025228238176	-0.0534917750446	0.0654247918522	-0.00734414317739	0.0309562483319	-0.0102126186439	-0.0341633611569	0.0209250742715	-0.00206157518994	-0.0317817828683	-0.00254017063522	0.0120609650869	0.00197093931584	0.0126452651765	-0.0375984900327	-0.0411233687858	0.03125741298	0.0213010362074	-0.0105119401829	-0.0175987818015	0.00429322925293	-0.0378857934088	0.0243646148204	-0.0244752204613	0.00820069469517	-0.00145261646762	0.00154770607077	-0.00366359010245	0.00425052611277	-0.0365590835658	0.0256661130211	-0.0129964795951	0.0184185988981	-0.00866393578318	0.0255170022767	-0.0165749720295	0.00718847587615	-0.0211296191052	-0.00285341068396	-0.0291874881213	0.00935143426059	-0.0112048784598	0.00837684398024	0.00785787109155	-0.0100955097525	0.010202527108	0.0321916796129	-0.0371979705436	0.00670202060848	0.00434210223306	0.00210462543613	-0.0235702822043	-0.00854501640634	-0.015365352914	0.00470219750746	0.00678824161777	-0.0117331938295	-0.0025961869291	-0.0203257573824	0.0171251951433	0.00687163847653	0.0156926609899	-0.00102949035792	-0.00291311973492	-0.0111959082313	-0.00242637108598	0.021902172832	0.00617919573851	0.00164929756467	0.00575407043392	0.0386973517858	-0.0130477748285	-0.0221262415528	-0.0249898642799	0.00683881172225	0.0212704073189	0.0107593161106	0.00352718669512	-0.0192397441808	-0.00178928769168	-0.0178282693021	-0.0128532710383	-0.000830384277889	-0.00076352394308	0.010727971162	-0.00349851004119	0.00863820040489	-0.00347861734024	0.00423583629444	-0.00612484830568	0.00509955646674	-0.00588561489516	0.00999271068591	-0.00253793164476	0.00291429255511	-0.00826690719486	0.00173999825417	-0.00684799958881	0.00103226068513	-0.00710558436291	0.00542328944349	-0.0109152987339	0.00823545656629	-0.000928953632584	0.00798385905526	-0.00728419065515	-0.00249862288525	0.00482897377999	-0.00956030507589	-0.00413911117577	0.00289841001373	-0.0131812913846	-0.0103087770242	0.00236240318001	0.00779776672372	-0.00375404477407	0.00247648090325	0.000608572340325	0.00571856999665	-0.00976829372327	0.00867109721484	-0.0016933197849	-0.00116073483362	-0.00297782176102	0.00400967384331	0.0101361427693	-9.29818782948e-05	-0.00382629124139	-0.00191575254944	0.00949727690442	-0.00613374293681	-0.00847366443738	0.0149836287547	0.00788858419016	-0.00180101644366	-0.000903302764624	-0.0042095204685	-0.00521988073457	0.00516760789284	0.00850812897007	-0.00625606199254	-0.00900266482084	-0.00680783443037	0.0108727271307	0.00196266969566	-0.0104723444373	-0.00145673957604	-0.000681521334371	-0.0025236707355	0.0114968031478	-0.000842691079229	-0.00199201687408	-0.00145990451199	-0.00270237629316	-9.95791649625e-05	0.00226004677231	0.00609603713952	-0.00402531146697	-0.00367815679118	-0.00303494659609	-0.00470015875982	0.00637301507634	0.0063213067124	0.002042546956	-0.00115851896508	-0.00450767359197	-0.000903519848243	-0.000982221771731	-0.00170302157146	-0.00664337611426	0.00112739667052	0.00757858111678	0.00377532170143	-0.00283258004233	-0.00124401044684	-0.00347742581574	-0.00493784328278	0.00217364891373	0.00084544983721	0.00117444243902	0.00361535007098	0.00793538226233	-0.00468661189695	-0.000873378161511	-0.00477301576602	-0.00156480018102	0.00104346292965	0.00381424188338	0.00178477053343	0.00339760799079	0.00228642785987	-0.000267047077823	-0.00312283869281	-0.000339274187538	-0.00140778845542	-2.332197872e-05	-0.00183314032429	-0.000241956946653	0.0019588758133	0.00118155332683	0.000519124565392	5.5950081183e-05	0.000412315678639	0.000109763978136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
