	sequences per sample	iteration	California.HC21	Sweden.IBD.060A	Sweden.HC.7	AHD.89	Nor.C2	Nor.C10	AHD.14	Finland.HC.13	Sweden.IBD.098A	Leda.A61	France.DC10	Finland.HC.11	Sweden.HC.12	AHD.31	Leda.A1	Leda.C9	Mel.TX.HC9	France.DC7	Mel.TX.HC13	Leda.C73	RVC08	Nor.C3	California.HC18	California.HC28	Mel.TX.HC16	Leda.C33	RVC.17	Leda.C1	Sweden.HC.23	RVC06	Sweden.IBD.066A	Leda.C41	Finland.HC.10	Sweden.HC.4	Sweden.HC.11	Nor.C6	Sweden.HC.3	California.HC27	Finland.HC.20	California.HC17	AHD.23	Leda.A73	AHD.13	AHD.30	Mel.TX.HC7	California.HC12	Sweden.HC.17	RVC19	France.DC2	RVC05	Finland.HC.4	RVC12	Leda.A5	Sweden.HC.13	RVC01	Leda.A21	Leda.A29	Leda.C81	Sweden.IBD.102A	RVC07	France.DC15	France.DC11	France.DC5	Leda.C37	AHD.73	Nor.C12	AHD.16	RVC10	Nor.C9	Nor.C7	France.DC1	Leda.A53	AHD.17	AHD.43	Sweden.HC.2	Sweden.IBD.065A	France.DC17	Leda.C87	Leda.C85	Nor.C16	AHD.83	RVC15	AHD.22	RVC03	Leda.A33	France.DC4	Nor.C17	Leda.C25	Leda.A37	Leda.C21	Leda.C82	AHD.12	AHD.18	France.DC16	Finland.HC.6	Mel.TX.HC3	Mel.TX.HC10	Sweden.HC.21	Mel.TX.HC8	France.DC13	AHD.19	Sweden.HC.19	RVC14	AHD.82	Sweden.IBD.100A	AHD.15	Nor.C14	Leda.A25	California.HC24	Finland.HC.15	California.HC7	Finland.HC.3	France.DC9	France.DC8	Sweden.IBD.099A	AHD.11	AHD.74	AHD.51	AHD.71	California.HC14	Sweden.HC.9	Nor.C1	AHD.88	AHD.61	Mel.TX.HC15	Sweden.HC.1	Finland.HC.14	AHD.21	Sweden.HC.6	Leda.C13	California.HC20	Mel.TX.HC6	Sweden.HC.16	AHD.94	Sweden.IBD.061A	Mel.TX.HC2	Sweden.IBD.067A	California.HC13	Finland.HC.12	California.HC25	Finland.HC.19	Finland.HC.21	Leda.A13	Leda.C53	Sweden.IBD.064A	Mel.TX.HC4
alpha_rarefaction_500_0.txt	500	0	4.00797113616	3.66266771835	3.54018526168	4.4641055901	3.46493227621	2.77359282854	4.06057687495	3.73619265244	3.94481467094	4.49109965828	3.09905363174	4.00684872423	4.21355449564	3.62435641297	2.95270081256	4.05547982622	4.39339389752	2.9930986278	4.74238136395	4.38997496728	2.126719636	3.88024204148	3.82075312865	3.89095075201	4.20346099632	3.42700408112	3.46652501844	4.31559437095	2.71347075985	3.64335633122	3.82675013345	4.169948317	3.20995521219	3.61538958422	4.33948395162	3.6031997042	4.36400355286	5.11237452714	4.80165427972	4.23681811618	3.13253224743	3.83224802239	3.23819822512	2.0723803714	3.33502074717	4.2245094216	4.37713100367	3.26031238099	3.37012114825	2.92819309135	4.55280613806	2.43838150677	3.32650883634	4.12827300226	3.53981780467	3.06537332457	4.01805721002	4.37044869191	3.54327023337	3.00478608668	4.08451609324	3.55647347765	2.6709336109	4.15207809549	3.01944598026	3.79200123897	2.29970022304	3.04497278836	2.12546919039	3.27629919506	4.92037979679	3.0751144773	3.3482977658	3.65096944698	4.82088716883	4.06941898751	4.47537018836	3.99382245501	4.99821001847	3.64879414721	4.39219185127	2.92974044348	2.89509683571	4.22649949813	1.98787632667	2.8715691717	3.84270317167	5.08058408873	2.30425872444	4.93964390222	4.59316014308	4.40023069066	4.53898271427	1.66892262591	3.7771946846	3.57030178816	3.18072736202	3.85387762945	3.82866450097	3.36041567515	3.08597178066	3.28817269732	3.34009674121	3.93737777999	3.80683888487	4.11306475	3.62785897681	3.64527007508	3.66760910157	4.49179617044	3.82881765506	3.54591829049	2.12388343405	2.76336820689	3.55889908734	3.66248266736	3.96641004718	4.59966794932	4.31493000895	3.55006731213	3.32494594322	4.77838574044	4.40076395412	4.64031413897	3.9163624478	3.93164847403	2.53345762226	3.81475959977	3.88110443523	3.97830084784	3.90804706626	3.71617475738	4.86666339047	4.73186944487	2.44450688202	4.00374301903	3.23124515735	4.51106932184	4.90765150495	3.97029394655	4.56034851169	3.7400087316	3.11928156114	5.46384156304	2.14739629761	2.40901341513
alpha_rarefaction_500_1.txt	500	1	4.00552090714	3.84553129217	3.52505563624	4.42082714625	3.48535625267	2.70601334271	3.97245951109	3.934203293	3.95147608683	4.65966377295	2.95276506853	3.89279177038	4.29168988682	3.68784928027	3.05537467882	4.14505323351	4.17740426313	2.93778591634	4.75603152121	4.27548827742	2.04003381458	3.73674552416	4.12138861657	3.67254591252	4.21893766472	3.63169915496	3.3806412462	4.35646406332	2.35743199422	3.82806019842	3.85324886266	4.09897673087	3.38167914202	3.34921712857	4.00624549048	3.6878071323	4.56029181856	5.18465640567	4.7624864928	4.12673246303	3.18141185749	3.6282552024	3.37610522963	1.76120599067	3.16447804047	4.29398559151	4.45683592379	3.17978144125	3.78591106568	2.86705591459	4.26052005905	2.36369445678	3.35735032439	4.18978485223	3.46210607715	2.88629223409	3.929337522	4.26877237893	3.66741447732	2.94780070199	4.12076316996	3.61487189328	2.62063491078	3.97206761836	3.11828515419	3.85158876742	2.27846918795	3.11985965278	2.14966381248	3.28874297571	4.79850322627	3.01514213929	3.10974895397	3.89181429364	4.84912212757	4.13505840283	4.56643547631	3.99629816739	5.09084707362	3.60480006614	4.23737712212	2.9230809023	2.87586118216	4.36275986649	2.08259223449	2.91668022766	4.03292489053	5.11255840021	2.34032004179	4.76279186847	4.40322058473	4.37602212077	4.69638703497	1.73607124584	3.85254185406	3.27172906855	2.96624854608	3.8679751259	3.69022724831	3.38592888023	3.15764742201	3.3115130091	3.10883426404	4.15176138619	3.65911060609	4.24168889815	3.69175294377	3.64668619697	3.55995322282	4.29664052968	3.59254124295	3.68560202236	2.1605878045	2.78269769367	3.17586072884	3.65971227738	4.0242150504	4.42361728335	4.3016439941	3.36946702728	3.29198139963	4.55451662119	4.40549318535	4.55203462114	4.03009260992	4.1208905481	2.58533533678	3.63178334851	3.59013762517	4.0009439255	4.01854063831	3.50254253617	4.86151297142	4.89984784594	2.62994467205	4.48818195504	3.20724947087	4.47576333244	4.62060741415	4.05569185796	4.6005982678	3.64907838451	3.29719615168	5.36641823517	1.93835567974	2.56673285413
alpha_rarefaction_500_2.txt	500	2	3.93546375141	3.57729390867	3.48537404528	4.45058400344	3.60119016977	2.44364232392	3.82842451515	3.99013929686	3.89870973533	4.48233161651	3.14638694086	4.07522231006	4.22869129086	4.01039919312	2.7794791781	4.03497068734	4.28075917014	2.65016535815	4.56284154353	4.41672130304	2.09886641648	3.64103537591	3.94520862722	3.89920271523	4.27812221507	3.45822630854	3.48042610098	4.42389503761	2.46175704999	3.85268763756	4.0078399132	4.20766674279	3.2415580999	3.55167491574	4.14464267074	3.67589916238	4.45046072347	5.08429602024	4.51152203001	4.29684316647	3.02423162743	3.83675757824	3.15340387514	2.03674304465	3.18577078146	4.31184581802	4.31438509319	3.15446175879	3.32168413417	2.92742747936	4.42443659153	2.49692934038	3.33073609834	4.10628118048	3.56932974077	3.0654675511	3.9270098743	4.14383916343	3.54556462887	2.83108505297	4.05654087747	3.55394462832	2.66774324752	4.10795581097	2.85642668399	3.83416430248	2.1795526136	3.22184917531	2.2095540263	3.23960111697	4.93532806494	3.28581659166	3.38424522286	3.85008030325	4.89903555073	4.16634330013	4.51177911917	4.11678437805	5.10275287253	3.67556281488	4.31764301368	2.95607298145	2.96223849279	4.30938819203	1.87940711834	2.93967244012	3.91912916079	5.2165430706	2.29635524669	4.782729965	4.55482054673	4.36830031516	4.52391207857	1.85396035316	3.7711640668	3.61725459523	3.09553489233	3.69420511719	3.83434371887	3.17513685088	3.09163840565	3.44511390119	3.21557366273	3.91357974946	3.70561457694	4.2546036494	3.56664825931	3.74300785904	3.69263912334	4.06084742738	3.67650650312	3.55056176709	2.24479515558	2.77184743451	3.38297051182	3.56796498359	4.21213493617	4.4409939382	4.28389964088	3.57489678726	3.46748597263	4.65105649544	4.40231936836	4.44814051984	4.00674936505	3.95107511703	2.50470199627	3.87955417194	3.67501259544	4.02035956694	3.78618959467	3.62141153776	4.86658112903	4.89110613364	2.48731011478	4.23340189748	3.18129668069	4.59081035715	4.68390181559	3.9685594938	4.67408086283	3.63330230863	3.10918463037	5.365943718	2.12594775593	2.63467556522
alpha_rarefaction_500_3.txt	500	3	3.890604368	3.76690107317	3.53146944914	4.47124437459	3.39020920636	2.65934942568	4.11804662812	4.0352336514	4.0146721351	4.34088595238	2.87599583056	4.0240551248	4.11297535426	3.61522671351	2.90084547955	4.0866059378	3.8870028048	2.65938112354	4.70213057687	4.29224690667	2.1805628379	3.92282705983	4.19265896237	3.94522913037	4.09524777968	3.4607860794	3.44274135251	4.39004379396	2.46934417378	3.71346082326	3.89911769147	4.05943088052	3.15590065304	3.25074114268	4.10779442829	3.65726656046	4.44313719844	5.01302502317	4.6374944756	3.91926738336	2.95949743293	3.65883884979	3.47993299511	1.9475549603	3.34617220826	4.4480845447	4.59292376488	3.2322874978	3.54200111952	2.93350786828	4.55596602822	2.44441951832	3.30051694658	4.03576134791	3.55761984441	2.91009315568	3.93663376993	4.32655449554	3.69424802971	2.83435596793	4.12068878803	3.54926843117	2.49879560628	3.89092180847	3.05528733135	3.96984241064	2.25045985427	3.15225079259	2.15948897106	3.12792014385	4.88061841123	3.12515713361	3.46804105687	3.75640320786	5.10755372407	4.01453305391	4.52917648828	4.20809731911	4.95208353441	3.43262519486	4.20815017173	2.95975699268	2.84870414127	4.55354338429	2.08787330757	2.94561519626	3.87047494088	5.05514821109	2.48874345216	4.86641732112	4.60384121758	4.449355466	4.52822392698	1.62256603001	3.7548718862	3.6780064839	3.00363835999	3.83473809262	3.86206851906	3.35181423946	3.05160650716	3.46321546003	3.33429646379	3.9501337807	3.70729802596	4.1613784627	3.71738218921	3.89124884577	3.55881911367	4.3069824875	3.61256994911	3.87430039634	2.23118157136	2.53848601631	3.79778246902	3.74660289402	4.09721266086	4.40203284259	4.23332171056	3.75405771522	3.36827357484	4.57181767143	4.22117506206	4.39805654188	4.1457149218	4.02901697145	2.5119459553	3.68287602559	3.68528493986	3.8849425711	3.78985745729	3.9125196449	4.88145551582	4.95674166814	2.58797456307	4.24525539349	3.05794325734	4.55173351851	4.64183531648	3.95494463241	4.89132001135	3.51117881721	3.20713008922	5.41847993372	1.84353643266	2.45504016732
alpha_rarefaction_500_4.txt	500	4	4.01834516166	3.75019877873	3.5152757485	4.25223191557	3.45015054775	2.61030019215	4.11394038057	4.05307481665	4.09586889066	4.52420753952	2.88635050069	4.18837865317	4.35709654474	3.79388750353	2.7473476371	4.23991045721	4.05085469516	2.86522530886	4.76657364815	4.33633775918	1.8870747621	3.91916505718	4.03022794256	3.66251643241	4.06761666537	3.49424997166	3.35560349811	4.42394575888	2.3364172072	3.91984308521	3.87844449681	4.26544009337	3.02162992349	3.38725720243	4.24247177101	3.64295103777	4.36269067528	5.05504319534	4.89540440463	4.44013512914	3.0459909942	3.56718639053	3.32964711585	1.9295873131	3.06848797137	4.05553880665	4.27054941468	3.24078119666	3.34561767657	2.75282857351	4.3872522439	2.2871592712	3.45706285582	4.18438625899	3.37960772187	3.09715867488	4.17741667677	4.21290687231	3.8536176083	2.93929875756	4.06615204483	3.54496486051	2.54527720506	4.17282868249	3.20145088211	3.90505131097	2.45789560683	3.1716667885	1.99580766453	3.23882244874	4.715614807	3.08998247113	3.69621457291	3.74153472174	4.81086835924	4.19851486789	4.57006012305	4.07510288895	5.06666100434	3.78234140735	4.04086732218	3.04280752943	2.88627183588	4.18603271694	1.82285726311	2.9486116915	3.66665674192	5.14687428607	2.45392869616	4.88753870692	4.74388623828	4.10236859266	4.41321820397	1.69425753473	3.69865638731	3.80372176541	3.07337014648	3.66939149773	3.75954202984	3.32546162822	3.11983242914	3.27265007639	3.29515966106	4.18721410106	3.5579542146	4.24333089454	3.57297815615	3.53660344193	3.65315963662	4.40050273989	3.63800021232	3.73875790468	2.45852243903	2.6011936522	3.48758799481	3.4675684365	4.12783526234	4.48452635331	4.05334859338	3.54539963936	3.42152275953	4.57158441192	4.42878934638	4.57891496636	4.15984943795	4.22413502882	2.36946268065	3.7115827835	3.81369011122	3.80353444542	3.75078764413	3.66543425789	4.71783401666	5.06794290205	2.57538831372	4.30911275628	3.1773654422	4.24278947459	4.68463819618	4.03044549587	4.87096088472	3.43574374127	2.9520606984	5.37874330287	2.17150870119	2.59940071457
alpha_rarefaction_500_5.txt	500	5	4.13559331293	3.72468290888	3.60768451732	4.17479474054	3.61977136129	2.56436438523	3.9171648114	3.82251190793	3.93544108337	4.35464077163	2.90180475651	3.85098883321	4.1090027059	3.99121291883	2.88493945004	4.14513267359	4.22960378327	2.62753680244	4.49159746795	4.3485396251	2.09231382886	3.67091613627	4.13822768788	3.8224088518	4.03185545384	3.52702435003	3.62998989369	4.4545947523	2.5954424127	3.7779497864	3.82605871638	4.13832277909	3.29166489153	3.50873510115	4.12209138773	3.81277202116	4.3389510392	5.28622002955	4.58787135038	4.32915022503	3.18021746763	3.86949958733	3.35118697746	2.10083326096	3.15694016922	4.40575595531	4.65827079193	3.19135586217	3.5296476189	2.8024485795	4.34949336692	2.49571705319	3.43784739907	4.21502095532	3.40715407559	3.08379153566	4.05389931441	4.24428233852	3.66402391179	3.01096753757	3.9361658241	3.6347846252	2.69729823443	4.01156393167	3.04245492786	4.03731122143	2.30383885685	3.25629085134	2.07172859754	3.24898626154	4.95805317002	3.31689008987	3.54349932551	3.84378484453	4.73691574991	4.13106691291	4.81415885048	4.13859793998	5.07396928672	3.760673055	4.16264863306	2.88058096301	2.98599174582	4.44139593205	2.07757952133	2.8201060605	3.84911622402	5.2124954808	2.23583339861	4.83952053061	4.61194609767	4.21099747453	4.66980998976	1.8105766634	3.73538561642	3.42127562978	2.91222314825	3.80150345433	3.71801012492	3.40045124565	3.1659270566	3.08082030407	3.24423827325	3.95485645234	3.7923989089	4.024134147	3.78491623248	3.81644973469	3.60639891012	4.09003463209	3.57719282851	3.60373424367	2.2004183952	2.59730994824	3.51693508321	3.49391925942	4.14997565754	4.60645762052	4.15780473471	3.45188220008	3.22448205711	4.66654717117	4.5438464262	4.62863751931	3.73100971978	4.01979889926	2.46945712125	3.60716465699	3.68639496761	4.08014948696	3.87992488359	3.63744800946	4.95384140283	4.82337726045	2.52949912484	4.24200010808	3.13780348837	4.42490521862	4.89697796658	3.99230729332	4.61884106867	3.38614399437	3.12144974932	5.2788480759	1.82899540376	2.21335934394
alpha_rarefaction_500_6.txt	500	6	4.11385975977	3.58028578435	3.32864394281	4.3010394401	3.47383067939	2.42047477805	3.92312440757	3.95313677471	3.93818949972	4.46815229075	2.84941650483	4.04878536879	4.04540378161	3.94153344919	2.98903662361	4.30248224043	4.09438829403	3.03824079487	4.66433206677	4.43946220866	2.03910329467	3.7339152282	3.97472893159	3.90609413084	4.20449235181	3.50830931887	3.29827144927	4.42777248897	2.38499608905	3.73309650333	4.09512143351	4.08037849088	3.13250566762	3.38515204717	4.1389529097	3.54454224662	4.35944805118	5.07440228663	4.73266348854	4.11918224065	3.0869205789	3.51498230187	3.47010925881	1.73933939115	3.0213139704	4.20372476645	4.34410770981	3.26753811845	3.43226177498	2.94645432934	4.43110288222	2.5147820508	3.37991309093	4.08544281391	3.62234018575	3.12426757063	4.14295629861	4.35037833491	3.74440372675	2.92343938301	4.21444623307	3.51611639967	2.29697855884	3.9504769835	3.01318942679	4.07043466098	2.29635245657	3.26124112076	2.00728578852	3.2218661816	4.86469292847	2.93008149623	3.31503616576	3.81296335021	4.80286383996	4.11916029681	4.45375900652	3.87308722728	4.95325914144	3.5932101379	4.11503545568	2.85879633351	2.98631791291	4.30309424427	2.21154595835	2.84465510012	3.9920809696	5.12714496353	2.37510466029	4.74105533325	4.58401325126	4.30318003418	4.56207188935	1.67635978475	3.71291889504	3.64824466468	3.10827245156	3.67984941027	3.90121869339	3.37807391474	3.21501312714	3.42632755288	3.47674259643	4.03398246249	3.77550725608	4.29017153749	3.78908344708	3.75405529896	3.71635000392	4.44261800369	3.69798848595	3.44236343939	2.35516334343	2.66341901032	3.46158695669	3.65708707639	4.24165180812	4.3654434017	4.18686237412	3.46506038914	3.31295489239	4.49803778202	4.30107445226	4.53643284922	4.03640938298	4.01007141837	2.40644515544	3.59578023198	3.7900603304	4.09127983276	3.93283897424	3.61145840726	4.67007131963	5.01157796543	2.5039608047	4.06168789213	3.15924830972	4.49353140321	4.73724992948	3.86668277967	4.56570740835	3.35890942838	3.10153656548	5.26179373465	2.026327109	2.6253830548
alpha_rarefaction_500_7.txt	500	7	3.79798930857	3.63570939078	3.32994102202	4.29883589682	3.51736433248	2.71481468672	4.03614025124	3.76157093979	3.85472854876	4.37471796987	3.10114667975	3.97428550104	4.2510439045	3.88595524982	3.05007601408	4.0887019449	4.03699459556	2.97204561402	4.50393726627	4.29694695665	1.9392478401	3.863283126	4.11278580724	3.83978368715	4.05757152252	3.64296770673	3.50754661713	4.3698005001	2.47772474931	3.78402518769	3.93746749695	4.12920809464	3.11979766654	3.47161972175	4.01064021386	3.53126062876	4.44491716195	5.13684351269	4.58061733875	4.2905464596	3.03427561483	3.85555980848	3.17856240133	1.81138391279	3.1371854206	4.32704421019	4.42568424602	3.13358227401	3.2790707305	2.80683681233	4.49025936817	2.3951085315	3.34127395253	4.01915319937	3.36272095102	3.1820163102	4.10031041491	4.25915671082	3.7983257824	3.01656053222	3.869596081	3.54339269504	2.56718857998	4.13357204805	3.09182319402	3.94499184455	2.6842877455	3.15106060624	2.10708267604	3.22367909611	4.66928231384	3.21986816653	3.29832838187	3.87341347982	4.91194537235	4.17092626077	4.57920315167	3.89162815259	5.08020599235	3.76171323187	4.31712701508	3.11759812754	2.77065102014	4.28614696672	2.15978058795	2.8687530171	3.76918997482	5.39599510366	2.50013158331	4.92899843751	4.5285432806	4.46761537791	4.51131243124	1.52105789097	3.60387896946	3.71348788958	3.11910846625	3.71932862679	3.84031967428	3.33729067166	3.05203378492	3.34890363655	3.24694777873	3.91541904677	3.72404783437	4.18792787623	3.93127847481	3.73396124873	3.51319697341	4.2405913014	3.69972464296	3.42131483127	2.23539938663	2.79781604539	3.45030326327	3.55462899294	4.26828676388	4.50489216871	4.35164493844	3.69447228887	3.46437892623	4.92940391407	4.45578339005	4.73810070082	3.99706155423	4.26080496952	2.22189600302	3.77123001592	3.76534540718	3.99924895284	3.78847336737	3.6253873797	4.96530909932	5.01023352212	2.59426027089	4.17729806375	3.15110574242	4.57482170907	4.56943621736	4.09436384617	4.57065403932	3.30945602976	3.16809533776	5.40464866202	1.94505739544	2.65089101964
alpha_rarefaction_500_8.txt	500	8	4.03347144903	3.74597759555	3.49356849816	4.20815692123	3.44684535704	2.76155604723	3.81570089392	3.76601227438	3.82677409137	4.59548011246	3.00053049561	4.13087706723	4.13672872029	3.84091347237	3.0509314103	4.13913595822	4.2014816813	2.83972303067	4.55177558408	4.30283516261	2.04155267057	3.82002143736	3.85411450262	3.90709864931	4.17172931055	3.40903938054	3.48508935386	4.25584128917	2.51937926007	3.77259657439	3.97871645602	3.98577566869	3.09271714736	3.63388102358	4.2987209968	3.63773175718	4.68070537898	5.2201602118	4.66896236903	4.19590884967	3.28677150794	3.79008565543	3.23375974564	1.89578322523	3.18158557656	4.17271070469	4.49589462814	3.31708265542	3.38014133688	2.8523175154	4.44967545276	2.44740607561	3.26447039807	4.06851201879	3.47903067882	3.10505505748	4.060716248	4.28426248024	3.69535609917	2.86157346345	3.96571360592	3.44555099159	2.63118182295	3.93217822973	3.04326271329	3.92865842264	2.1461011963	3.0168467735	2.158394375	3.31586647111	4.74261301636	3.34634775313	3.50567937532	3.91119760756	4.82254809535	4.21638695264	4.65903159567	3.86265029723	4.9527072074	3.61286005316	4.18349392853	2.90510213611	2.82796839015	4.46506008319	1.97276022087	2.98318468165	3.86388824367	5.21464701077	2.53780358585	4.81351618695	4.7120346326	4.4192319831	4.65320996095	1.69855787342	3.7895174312	3.47049763973	3.0566001863	3.61998215255	3.84090737541	3.29992517492	3.09567235204	3.47366363785	3.28966562077	4.19446273863	3.69388995038	4.15031731929	3.82044073767	3.76187203868	3.6811094049	4.4620720332	3.68912428898	3.56759627643	2.23663536659	2.60293984063	3.46223268011	3.53315192855	3.84120680997	4.40984956098	4.31154006508	3.53085781165	3.33591408575	4.5523252029	4.50180031318	4.71726164656	4.15386690426	3.84403879902	2.36796043167	3.81945397788	3.65725238706	3.83302604932	3.81618942279	3.68773495297	4.98088069096	4.8865667082	2.62937800767	4.14443503728	3.21003027958	4.55655414167	4.74140633369	4.05263318093	4.61274030591	3.53270471506	3.29551853551	5.43808999651	1.91939617719	2.67096656207
alpha_rarefaction_500_9.txt	500	9	4.15787682183	3.52440670439	3.38632549627	4.30797312735	3.42958526792	2.7035565582	4.20087152751	4.05081204511	3.90309421222	4.14702099012	3.14931613033	4.03667107516	4.23571776817	3.84856257322	2.96639641585	4.07956857061	4.16032759306	2.68835624692	4.63996492504	4.30752821056	1.97776576822	3.78156952845	3.73967109493	3.88578581501	4.11672862952	3.54058793027	3.5564428594	4.63842030315	2.32563190812	3.81570971809	4.09334221147	4.13505958709	3.23523249797	3.41807009557	4.19707992487	3.62887763879	4.62668940174	5.1015120467	4.57735124238	4.24116339513	3.11623390237	3.62109297088	3.38088298438	1.65379561014	3.18396311812	4.38383542497	4.49783413294	3.34118594519	3.34328688917	3.07349779895	4.58230642468	2.54115368331	3.42926539897	4.1728369995	3.469184923	2.99734499621	3.97260490524	4.29486768415	3.56310813687	2.91582417282	4.0088108349	3.57777529621	2.59500433974	4.15696868829	3.12574014743	4.04354257798	2.18708906659	3.00439019971	2.4680019599	3.33589663608	4.77995377537	2.96398240727	3.45846620512	3.47500266819	4.90648996347	4.13548033679	4.45654388125	4.18385445644	4.96207523754	3.60669018622	4.10593416457	3.19656335897	3.01037733013	4.31131194287	2.07834359565	2.86547962191	3.85208023643	5.35783337454	2.50871276371	4.73863088191	4.5640524014	4.34037965448	4.50530770641	1.67581604694	3.77403450011	3.44109103498	3.20259178939	3.82116296024	3.74011393938	3.0800244704	3.19170086226	3.58375496294	3.32224157042	4.16401850671	3.71500133489	4.16844770558	3.90676522376	3.68015102714	3.31003150054	4.26461546627	3.5871066228	3.5600583977	2.24568114715	2.60244775259	3.35235252467	3.54675933882	4.0455334854	4.55746635329	4.31489125508	3.72563327808	3.46535651143	4.63603408099	4.30171818586	4.59036819726	4.13812988223	4.10572210806	2.43928914999	3.95066517135	3.64236612141	3.69291759763	3.69343185959	3.73587993386	4.97490162744	4.73570434166	2.56946753513	4.53859560209	3.26280208151	4.36904497719	4.60914737658	4.00309746466	4.69641134884	3.58468819417	3.00174989366	5.38822863087	2.01881526881	2.52537113632
