#SampleID	age	age_group	age_unit	altitude	anonymized_name	antibiotics	assigned_from_geo	bcs	bcs_grouping	body_habitat	body_product	body_site	breed	breed_grouping	country	crude_fiber_1000kcalg_me_group	depth	description	dewormed	disease_stat	dna_extracted	elevation	env_biome	env_feature	env_matter	g_fat_1000kcal_me_group	g_protein_1000kcal_me_group	gender_specific	histo	host_subject_id	host_taxid	indoor_outdoor	latitude	longitude	perc_crude_protein_min_group	percent_crude_fat_min_group	percent_crude_fiber_max_group	percent_met_cal_carb_group	percent_met_cal_fat_group	percent_met_cal_protein_group	physical_specimen_remaining	prebotic_source	protein_source	public	sample_type	scientific_name	sex	size_grouping	state	taxon_id	title	tot_mass	travel_history	weight_group	weight_kg
AHD.25	12.0	4.0	years	0	AHD.25	maybe_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever_mix	Sporting	GAZ:Germany		0	IBD1_AHD-25_C5_R.K.1.20.12	False	acute hem. diarrhea	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	female	large		749906	Suchodolski_dog_ibd	23.6	False	3.0	23.6
AHD.26	2.0	1.0	years	0	AHD.26	maybe_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:Germany		0	IBD1_AHD-26_C6_R.K.1.20.12	True	acute hem. diarrhea	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	male			749906	Suchodolski_dog_ibd	29.0	False	3.0	29.0
AHD.30	1.0	1.0	years	0	AHD.30	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Chihuahua	Toy/Companion	GAZ:Germany		0	IBD1_AHD-30_C7_R.K.1.20.12		acute hem. diarrhea	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	female	small		749906	Suchodolski_dog_ibd	1.64	True	1.0	1.64
AHD.31	8.0	3.0	years	0	AHD.31	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:Germany		0	IBD1_AHD-31_A1_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	male			749906	Suchodolski_dog_ibd	24.8	True	3.0	24.8
AHD.35	3.0	2.0	years	0	AHD.35	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:Germany		0	IBD1_AHD-35_A2_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	female			749906	Suchodolski_dog_ibd	7.5	True	1.0	7.5
AHD.37	6.0	3.0	years	0	AHD.37	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:Germany		0	IBD1_AHD-37_A3_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	female			749906	Suchodolski_dog_ibd	31.0	True	4.0	31.0
AHD.43	11.0	4.0	years	0	AHD.43	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Rottweiler	Working	GAZ:Germany		0	IBD1_AHD-43_A4_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	female	large		749906	Suchodolski_dog_ibd	34.0	True	4.0	34.0
AHD.51	2.0	1.0	years	0	AHD.51	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:Germany		0	IBD1_AHD-51_A5_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	female			749906	Suchodolski_dog_ibd	23.8	True	3.0	23.8
AHD.61	1.5	1.0	years	0	AHD.61	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	GAZ:Germany		0	IBD1_AHD-61_A6_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	male	large		749906	Suchodolski_dog_ibd	26.6	False	3.0	26.6
AHD.71	1.0	1.0	years	0	AHD.71	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Dachshund	Hound	GAZ:Germany		0	IBD1_AHD-71_A7_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	male	small		749906	Suchodolski_dog_ibd	8.2	False	1.0	8.2
AHD.73	7.0	3.0	years	0	AHD.73	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:Germany		0	IBD1_AHD-73_A8_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	male			749906	Suchodolski_dog_ibd	22.0	True	3.0	22.0
AHD.74	5.0	2.0	years	0	AHD.74	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Dachshund	Hound	GAZ:Germany		0	IBD1_AHD-74_A9_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	male	small		749906	Suchodolski_dog_ibd	11.0	True	2.0	11.0
AHD.77	1.5	1.0	years	0	AHD.77	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	GAZ:Germany		0	IBD1_AHD-77_A10_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	female	large		749906	Suchodolski_dog_ibd	33.0	True	4.0	33.0
AHD.79	2.0	1.0	years	0	AHD.79	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:Germany		0	IBD1_AHD-79_A11_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	male			749906	Suchodolski_dog_ibd	23.8	False	3.0	23.8
AHD.82	1.0	1.0	years	0	AHD.82	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Husky	Working	GAZ:Germany		0	IBD1_AHD-82_A12_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	male	large		749906	Suchodolski_dog_ibd	24.0	True	3.0	24.0
AHD.83	6.0	3.0	years	0	AHD.83	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:Germany		0	IBD1_AHD-83_B1_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	female			749906	Suchodolski_dog_ibd	16.0	True	2.0	16.0
AHD.88	4.0	2.0	years	0	AHD.88	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Parson_Jack_Russel_Terrier	Terrier	GAZ:Germany		0	IBD1_AHD-88_B2_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	male	small		749906	Suchodolski_dog_ibd	9.8	False	1.0	9.8
AHD.89	6.0	3.0	years	0	AHD.89	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Cocker_Spaniel	Sporting	GAZ:Germany		0	IBD1_AHD-89_B3_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	female	medium		749906	Suchodolski_dog_ibd	11.0	True	2.0	11.0
AHD.94	2.0	1.0	years	0	AHD.94	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Beagle	Hound	GAZ:Germany		0	IBD1_AHD-94_B4_R.K.1.20.12	True	healthy	True	202.27	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615		51.17	10.45							False			False	stool	gut metagenome	female	medium		749906	Suchodolski_dog_ibd	10.0	False	1.0	10.0
California.HC1	10.0	4.0	years	0	California.HC1	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Rottweiler	Working	GAZ:United States of America	1_10	0	IBD2_California_HC1_B4_R.K.1.20.12	False	healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	FS		Canis lupus familiaris	9615	outdoor	36.78	-119.42	21_25	5_13	1_5	46_55	15_24	21_26	False	FOS 1.0%	chicken	False	stool	gut metagenome	female	large	California	749906	Suchodolski_dog_ibd	45.0	False	5.0	45.0
California.HC12	8.0	3.0	years	0	California.HC12	definite_yes	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Maltese	Toy/Companion	GAZ:United States of America	1_10	0	IBD2_California_HC12_B7_R.K.1.20.12	True	healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	62_85	MC		Canis lupus familiaris	9615	indoor	36.78	-119.42	21_25	14_20	1_5	38_45	25_35	21_26	False		hydrolyzed	False	stool	gut metagenome	male	small	California	749906	Suchodolski_dog_ibd	0.9	True	1.0	0.9
California.HC13	5.0	2.0	years	0	California.HC13	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Pug	Toy/Companion	GAZ:United States of America	20_45	0	IBD2_California_HC13_B8_R.K.1.20.12		healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	FS		Canis lupus familiaris	9615	indoor	36.78	-119.42	21_25	5_13	6_15	46_55	15_24	21_26	False		chicken	False	stool	gut metagenome	female	small	California	749906	Suchodolski_dog_ibd	9.0	True	1.0	9.0
California.HC14	2.0	1.0	years	0	California.HC14	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Irish_Water_Spaniel	Sporting	GAZ:United States of America		0	IBD2_California_HC14_B9_R.K.1.20.12	True	healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M		Canis lupus familiaris	9615	indoor	36.78	-119.42	21_25	14_20	1_5				False		chicken	False	stool	gut metagenome	male	medium	California	749906	Suchodolski_dog_ibd	29.3	True	3.0	29.3
California.HC17	1.5	1.0	years	0	California.HC17	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Minature_Pinscher	Toy/Companion	GAZ:United States of America		0	IBD2_California_HC17_B10_R.K.1.20.12	True	healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC		Canis lupus familiaris	9615	indoor	36.78	-119.42							False			False	stool	gut metagenome	male	small	California	749906	Suchodolski_dog_ibd	5.2	True	1.0	5.2
California.HC18	4.0	2.0	years	0	California.HC18	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:United States of America	1_10	0	IBD2_California_HC18_B11_R.K.1.20.12	False	healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	40_61	FS		Canis lupus familiaris	9615	indoor	36.78	-119.42	14_20	14_20	1_5	46_55	25_35	15_20	False		chicken	False	stool	gut metagenome	female		California	749906	Suchodolski_dog_ibd	7.7	False	1.0	7.7
California.HC19	7.0	3.0	years	0	California.HC19	definite_no	False	8.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Chihuahua	Toy/Companion	GAZ:United States of America	20_45	0	IBD2_California_HC19_B12_R.K.1.20.12		healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	MC		Canis lupus familiaris	9615	indoor	36.78	-119.42	21_25	5_13	6_15	46_55	15_24	21_26	False		chicken	False	stool	gut metagenome	male	small	California	749906	Suchodolski_dog_ibd	3.0	False	1.0	3.0
California.HC20	4.0	2.0	years	0	California.HC20	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Pug	Toy/Companion	GAZ:United States of America	20_45	0	IBD2_California_HC20_C1_R.K.1.20.12		healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	MC		Canis lupus familiaris	9615	indoor	36.78	-119.42	21_25	5_13	6_15	46_55	15_24	21_26	False		chicken	False	stool	gut metagenome	male	small	California	749906	Suchodolski_dog_ibd	9.0	True	1.0	9.0
California.HC21	8.0	3.0	years	0	California.HC21	definite_yes	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Welsh_Corgi	Working	GAZ:United States of America	20_45	0	IBD2_California_HC21_C2_R.K.1.20.12	True	healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	MC		Canis lupus familiaris	9615	outdoor	36.78	-119.42	26_35	5_13	6_15	46_55	15_24	27_38	False		chicken	False	stool	gut metagenome	male	medium	California	749906	Suchodolski_dog_ibd	15.0	False	2.0	15.0
California.HC22	2.0	1.0	years	0	California.HC22	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Australian_Shepherd	Working	GAZ:United States of America	1_10	0	IBD2_California_HC22_C3_R.K.1.20.12	True	healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	62_85	FS		Canis lupus familiaris	9615	both	36.78	-119.42	21_25	14_20	1_5	46_55	15_24	27_38	False		fish	False	stool	gut metagenome	female	medium	California	749906	Suchodolski_dog_ibd	21.3	False	3.0	21.3
California.HC23	2.0	1.0	years	0	California.HC23	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Australian_Shepherd	Working	GAZ:United States of America	1_10	0	IBD2_California_HC23_C4_R.K.1.20.12	True	healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	62_85	FS		Canis lupus familiaris	9615	both	36.78	-119.42	21_25	14_20	1_5	46_55	15_24	27_38	False		fish	False	stool	gut metagenome	female	medium	California	749906	Suchodolski_dog_ibd	27.0	False	3.0	27.0
California.HC24	1.5	1.0	years	0	California.HC24	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Parson_Jack_Russel_Terrier	Terrier	GAZ:United States of America	1_10	0	IBD2_California_HC24_C5_R.K.1.20.12	True	healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	62_85	FS		Canis lupus familiaris	9615	indoor	36.78	-119.42	26_35	14_20	1_5	10_37	25_35	27_38	False		chicken	False	stool	gut metagenome	female	small	California	749906	Suchodolski_dog_ibd	5.4	False	1.0	5.4
California.HC25	12.0	4.0	years	0	California.HC25	definite_yes	False	8.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:United States of America	20_45	0	IBD2_California_HC25_C6_R.K.1.20.12		healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	62_85	MC		Canis lupus familiaris	9615	indoor	36.78	-119.42	21_25	14_20	6_15	38_45	25_35	21_26	False		chicken	False	stool	gut metagenome	male		California	749906	Suchodolski_dog_ibd	34.2	False	4.0	34.2
California.HC27	4.0	2.0	years	0	California.HC27	definite_yes	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Vizsla	Sporting	GAZ:United States of America	1_10	0	IBD2_California_HC27_C7_R.K.1.20.12	True	healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	62_85	MC		Canis lupus familiaris	9615	both	36.78	-119.42	26_35	14_20	1_5	10_37	36_43	27_38	False		chicken	False	stool	gut metagenome	male	medium	California	749906	Suchodolski_dog_ibd	21.2	True	3.0	21.2
California.HC28	3.0	2.0	years	0	California.HC28	definite_yes	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:United States of America	1_10	0	IBD2_California_HC28_C8_R.K.1.20.12	True	healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	MC		Canis lupus familiaris	9615	both	36.78	-119.42	26_35	5_13	1_5	46_55	15_24	27_38	False		chicken	False	stool	gut metagenome	male		California	749906	Suchodolski_dog_ibd	3.7	True	1.0	3.7
California.HC7	4.0	2.0	years	0	California.HC7	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Yorkshire_Terrier	Terrier	GAZ:United States of America		0	IBD2_California_HC7_B5_R.K.1.20.12	True	healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC		Canis lupus familiaris	9615	indoor	36.78	-119.42							False		lamb	False	stool	gut metagenome	male	small	California	749906	Suchodolski_dog_ibd	5.4	True	1.0	5.4
California.HC8	8.0	3.0	years	0	California.HC8	definite_yes	False	8.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Australian_Shepherd	Working	GAZ:United States of America		0	IBD2_California_HC8_B6_R.K.1.20.12	False	healthy	True	144.85	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC		Canis lupus familiaris	9615	outdoor	36.78	-119.42	14_20	5_13	1_5				False		lamb	False	stool	gut metagenome	male	medium	California	749906	Suchodolski_dog_ibd	24.8	False	3.0	24.8
Finland.HC.10	6.0	3.0	years	0	Finland.HC.10	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Finnish_lapphund	Working	GAZ:Finland		0	IBD2_Finland_HC 10_D1_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M		Canis lupus familiaris	9615	outdoor	61.92	25.75							False			False	stool	gut metagenome	male	medium		749906	Suchodolski_dog_ibd	22.0	True	3.0	22.0
Finland.HC.11	3.0	2.0	years	0	Finland.HC.11	definite_no	False	3.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Finnish_lapphund	Working	GAZ:Finland		0	IBD2_Finland_HC 11_D2_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M		Canis lupus familiaris	9615	both	61.92	25.75							False			False	stool	gut metagenome	male	medium		749906	Suchodolski_dog_ibd	18.0	False	2.0	18.0
Finland.HC.12	2.0	1.0	years	0	Finland.HC.12	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Staffordshire_Bull_Terrier	Terrier	GAZ:Finland		0	IBD2_Finland_HC 12_D3_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M		Canis lupus familiaris	9615	indoor	61.92	25.75							False			False	stool	gut metagenome	male	medium		749906	Suchodolski_dog_ibd	17.0	False	2.0	17.0
Finland.HC.13	9.0	3.0	years	0	Finland.HC.13	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Miniature_schnauzer	Terrier	GAZ:Finland		0	IBD2_Finland_HC 13_D4_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615	indoor	61.92	25.75							False			False	stool	gut metagenome	female	small		749906	Suchodolski_dog_ibd	4.5	False	1.0	4.5
Finland.HC.14	3.0	2.0	years	0	Finland.HC.14	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Cavalier_King_Charles_Spaniel_	Sporting	GAZ:Finland		0	IBD2_Finland_HC 14_D5_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F		Canis lupus familiaris	9615	indoor	61.92	25.75							False			False	stool	gut metagenome	female	medium		749906	Suchodolski_dog_ibd	7.5	False	1.0	7.5
Finland.HC.15	4.0	2.0	years	0	Finland.HC.15	definite_no	False	4.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Border_Collie	Working	GAZ:Finland		0	IBD2_Finland_HC 15_D6_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC		Canis lupus familiaris	9615	indoor	61.92	25.75							False			False	stool	gut metagenome	male	medium		749906	Suchodolski_dog_ibd	23.0	False	3.0	23.0
Finland.HC.16	4.0	2.0	years	0	Finland.HC.16	definite_no	False	7.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Whippet	Hound	GAZ:Finland		0	IBD2_Finland_HC 16_D7_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces					Canis lupus familiaris	9615	indoor	61.92	25.75	26_35	5_13	6_15				False		chicken	False	stool	gut metagenome		medium		749906	Suchodolski_dog_ibd	16.0	False	2.0	16.0
Finland.HC.18	7.0	3.0	years	0	Finland.HC.18	definite_no	False	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Whippet	Hound	GAZ:Finland		0	IBD2_Finland_HC 18_D8_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615	indoor	61.92	25.75	26_35	5_13	6_15				False		chicken	False	stool	gut metagenome	female	medium		749906	Suchodolski_dog_ibd	15.0	False	2.0	15.0
Finland.HC.19	6.0	3.0	years	0	Finland.HC.19	definite_no	False	4.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Whippet	Hound	GAZ:Finland	1_10	0	IBD2_Finland_HC 19_D9_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	62_85	FS		Canis lupus familiaris	9615	indoor	61.92	25.75	26_35	14_20	1_5	10_37	36_43	27_38	False		chicken	False	stool	gut metagenome	female	medium		749906	Suchodolski_dog_ibd	13.0	False	2.0	13.0
Finland.HC.20	3.0	2.0	years	0	Finland.HC.20	definite_no	False	4.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Australian_Shepherd	Working	GAZ:Finland	1_10	0	IBD2_Finland_HC 20_D10_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	62_85	FS		Canis lupus familiaris	9615	indoor	61.92	25.75	21_25	14_20	1_5	10_37	36_43	21_26	False		chicken	False	stool	gut metagenome	female	medium		749906	Suchodolski_dog_ibd	16.0	True	2.0	16.0
Finland.HC.21	13.0	5.0	years	0	Finland.HC.21	definite_no	False	4.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Australian_Shepherd	Working	GAZ:Finland	1_10	0	IBD2_Finland_HC 21_D11_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	62_85	FS		Canis lupus familiaris	9615	indoor	61.92	25.75	21_25	14_20	1_5	10_37	36_43	21_26	False		chicken	False	stool	gut metagenome	female	medium		749906	Suchodolski_dog_ibd	20.0	True	2.0	20.0
Finland.HC.3	7.0	3.0	years	0	Finland.HC.3	definite_no	False	4.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Flat_Coated_Retriever	Sporting	GAZ:Finland		0	IBD2_Finland_HC 3_C9_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M		Canis lupus familiaris	9615	indoor	61.92	25.75							False			False	stool	gut metagenome	male	large		749906	Suchodolski_dog_ibd	34.0	True	4.0	34.0
Finland.HC.4	1.5	1.0	years	0	Finland.HC.4	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Flat_Coated_Retriever	Sporting	GAZ:Finland		0	IBD2_Finland_HC 4_C10_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M		Canis lupus familiaris	9615	indoor	61.92	25.75							False			False	stool	gut metagenome	male	large		749906	Suchodolski_dog_ibd	30.0	True	3.0	30.0
Finland.HC.5	4.0	2.0	years	0	Finland.HC.5	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Flat_Coated_Retriever	Sporting	GAZ:Finland		0	IBD2_Finland_HC 5_C11_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F		Canis lupus familiaris	9615	indoor	61.92	25.75							False			False	stool	gut metagenome	female	large		749906	Suchodolski_dog_ibd	28.0	True	3.0	28.0
Finland.HC.6	4.0	2.0	years	0	Finland.HC.6	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Siberian_Husky	Working	GAZ:Finland		0	IBD2_Finland_HC 6_C12_R.K.1.20.12	True	healthy	True	175.77	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC		Canis lupus familiaris	9615	indoor	61.92	25.75							False			False	stool	gut metagenome	male	large		749906	Suchodolski_dog_ibd	26.0		3.0	26.0
France.DC1	4.0	2.0	years	0	France.DC1	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Belgian_Malinois_	Working	GAZ:France		0	IBD2_France_DC1_F5_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M	small	Canis lupus familiaris	9615		46.23	2.21							False			False	stool	gut metagenome	male	large		749906	Suchodolski_dog_ibd	20.0		2.0	20.0
France.DC10	3.0	2.0	years	0	France.DC10	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Yorkshire_Terrier	Terrier	GAZ:France		0	IBD2_France_DC10_G2_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M	small	Canis lupus familiaris	9615		46.23	2.21							False			False	stool	gut metagenome	male	small		749906	Suchodolski_dog_ibd	3.0		1.0	3.0
France.DC11	7.0	3.0	years	0	France.DC11	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Cane_corso	Working	GAZ:France		0	IBD2_France_DC11_G3_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M	small	Canis lupus familiaris	9615		46.23	2.21							False			False	stool	gut metagenome	male	large		749906	Suchodolski_dog_ibd	45.0		5.0	45.0
France.DC12	4.0	2.0	years	0	France.DC12	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Shih-Tzu_	Toy/Companion	GAZ:France		0	IBD2_France_DC12_G4_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC	small	Canis lupus familiaris	9615		46.23	2.21							False			False	stool	gut metagenome	male	small		749906	Suchodolski_dog_ibd	12.0		2.0	12.0
