#SampleID	age	age_group	age_unit	altitude	anonymized_name	antibiotics	assigned_from_geo	bcs	bcs_grouping	body_habitat	body_product	body_site	breed	breed_grouping	country	crude_fiber_1000kcalg_me_group	depth	description	dewormed	disease_stat	dna_extracted	elevation	env_biome	env_feature	env_matter	g_fat_1000kcal_me_group	g_protein_1000kcal_me_group	gender_specific	histo	host_subject_id	host_taxid	indoor_outdoor	latitude	longitude	perc_crude_protein_min_group	percent_crude_fat_min_group	percent_crude_fiber_max_group	percent_met_cal_carb_group	percent_met_cal_fat_group	percent_met_cal_protein_group	physical_specimen_remaining	prebotic_source	protein_source	public	sample_type	scientific_name	sex	size_grouping	state	taxon_id	title	tot_mass	travel_history	weight_group	weight_kg
France.DC13	6.0	3.0	years	0	France.DC13	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	English_Bulldog	Toy/Companion	GAZ:France	1_10	0	IBD2_France_DC13_G5_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	M	small	Canis lupus familiaris	9615		46.23	2.21	26_35	14_20	1_5	38_45	25_35	21_26	False		chicken	False	stool	gut metagenome	male	medium		749906	Suchodolski_dog_ibd	25.0		3.0	25.0
France.DC14	3.0	2.0	years	0	France.DC14	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Boxer	Working	GAZ:France		0	IBD2_France_DC14_G6_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F	large	Canis lupus familiaris	9615		46.23	2.21							False			False	stool	gut metagenome	female	medium		749906	Suchodolski_dog_ibd	22.0		3.0	22.0
France.DC15	5.5	2.0	years	0	France.DC15	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Yorkshire_Terrier	Terrier	GAZ:France		0	IBD2_France_DC15_G7_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M	large	Canis lupus familiaris	9615		46.23	2.21							False			False	stool	gut metagenome	male	small		749906	Suchodolski_dog_ibd	3.0		1.0	3.0
France.DC16	8.5	3.0	years	0	France.DC16	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	German_Shepherd_Dog	Working	GAZ:France	1_10	0	IBD2_France_DC16_G8_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	40_61	M	both	Canis lupus familiaris	9615		46.23	2.21	21_25	5_13	1_5	46_55	15_24	15_20	False		hydrolyzed	False	stool	gut metagenome	male	large		749906	Suchodolski_dog_ibd	35.0		4.0	35.0
France.DC17	4.0	2.0	years	0	France.DC17	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	German_Shepherd_Dog	Working	GAZ:France		0	IBD2_France_DC17_G9_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M	large	Canis lupus familiaris	9615		46.23	2.21							False			False	stool	gut metagenome	male	large		749906	Suchodolski_dog_ibd	35.0		4.0	35.0
France.DC2	3.0	2.0	years	0	France.DC2	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	GAZ:France	1_10	0	IBD2_France_DC2_F6_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	F	small	Canis lupus familiaris	9615		46.23	2.21	26_35	14_20	1_5	38_45	25_35	21_26	False		chicken	False	stool	gut metagenome	female	large		749906	Suchodolski_dog_ibd	35.0		4.0	35.0
France.DC3	7.0	3.0	years	0	France.DC3	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Yorkshire_Terrier	Terrier	GAZ:France	1_10	0	IBD2_France_DC3_F7_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	FS	small	Canis lupus familiaris	9615		46.23	2.21	26_35	14_20	1_5	38_45	25_35	21_26	False		chicken	False	stool	gut metagenome	female	small		749906	Suchodolski_dog_ibd	3.0		1.0	3.0
France.DC4	5.0	2.0	years	0	France.DC4	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Rottweiler	Working	GAZ:France		0	IBD2_France_DC4_F8_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F	small	Canis lupus familiaris	9615		46.23	2.21							False			False	stool	gut metagenome	female	large		749906	Suchodolski_dog_ibd	54.0		5.0	54.0
France.DC5	11.0	4.0	years	0	France.DC5	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Cavalier_King_Charles_Spaniel_	Sporting	GAZ:France		0	IBD2_France_DC5_F9_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS	small	Canis lupus familiaris	9615		46.23	2.21							False			False	stool	gut metagenome	female	medium		749906	Suchodolski_dog_ibd	8.0		1.0	8.0
France.DC6	13.0	5.0	years	0	France.DC6	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:France		0	IBD2_France_DC6_F10_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS	small	Canis lupus familiaris	9615		46.23	2.21							False			False	stool		female			749906	Suchodolski_dog_ibd				
France.DC7	3.0	2.0	years	0	France.DC7	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Bernese_Mountain_Dog_	Working	GAZ:France		0	IBD2_France_DC7_F11_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F	small	Canis lupus familiaris	9615		46.23	2.21							False			False	stool		female	large		749906	Suchodolski_dog_ibd	47.0		5.0	47.0
France.DC8	6.0	3.0	years	0	France.DC8	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Akita	Working	GAZ:France		0	IBD2_France_DC8_F12_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M	small	Canis lupus familiaris	9615		46.23	2.21							False			False	stool		male	large		749906	Suchodolski_dog_ibd	55.0		5.0	55.0
France.DC9	8.0	3.0	years	0	France.DC9	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Rottweiler	Working	GAZ:France		0	IBD2_France_DC9_G1_R.K.1.20.12		IBD	True	419.17	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M	small	Canis lupus familiaris	9615		46.23	2.21							False			False	stool		male	large		749906	Suchodolski_dog_ibd	55.0		5.0	55.0
Leda.A1	8.0	3.0	years	0	Leda.A1	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Schnauzer	Terrier	GAZ:Brazil		0	IBD1_Leda_A1_D12_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M	large	Canis lupus familiaris	9615	indoor	-14.235	-51.93							False			False	stool		male	medium		749906	Suchodolski_dog_ibd	9.8		1.0	9.8
Leda.A13	2.0	1.0	years	0	Leda.A13	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Yorkshire_Terrier	Terrier	GAZ:Brazil	1_10	0	IBD1_Leda_A13_E3_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	40_61	F	small	Canis lupus familiaris	9615	indoor	-14.235	-51.93	14_20	14_20	1_5	38_45	36_43	15_20	False		hydrolyzed	False	stool		female	small		749906	Suchodolski_dog_ibd	3.7		1.0	3.7
Leda.A21	1.0	1.0	years	0	Leda.A21	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Poodle	Sporting	GAZ:Brazil		0	IBD1_Leda_A21_E4_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F	large	Canis lupus familiaris	9615	outdoor	-14.235	-51.93							False			False	stool		female	medium		749906	Suchodolski_dog_ibd	8.0		1.0	8.0
Leda.A25	5.0	2.0	years	0	Leda.A25	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:Brazil		0	IBD1_Leda_A25_E5_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M	small	Canis lupus familiaris	9615	indoor	-14.235	-51.93							False			False	stool		male			749906	Suchodolski_dog_ibd	12.0		2.0	12.0
Leda.A29	7.0	3.0	years	0	Leda.A29	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Pit_Bull	Terrier	GAZ:Brazil		0	IBD1_Leda_A29_E6_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M	both	Canis lupus familiaris	9615	outdoor	-14.235	-51.93							False			False	stool		male	medium		749906	Suchodolski_dog_ibd	25.0		3.0	25.0
Leda.A33	4.0	2.0	years	0	Leda.A33	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Boxer	Working	GAZ:Brazil		0	IBD1_Leda_A33_E7_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F	both	Canis lupus familiaris	9615	indoor	-14.235	-51.93							False			False	stool		female	medium		749906	Suchodolski_dog_ibd	22.0		3.0	22.0
Leda.A37	9.0	3.0	years	0	Leda.A37	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Poodle	Sporting	GAZ:Brazil	1_10	0	IBD1_Leda_A37_E8_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	40_61	F	small	Canis lupus familiaris	9615	indoor	-14.235	-51.93	14_20	14_20	1_5	38_45	36_43	15_20	False		hydrolyzed	False	stool		female	medium		749906	Suchodolski_dog_ibd	7.6		1.0	7.6
Leda.A41	10.0	4.0	years	0	Leda.A41	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:Brazil		0	IBD1_Leda_A41_E9_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F	small	Canis lupus familiaris	9615	indoor	-14.235	-51.93							False			False	stool		female			749906	Suchodolski_dog_ibd	11.0		2.0	11.0
Leda.A45	1.0	1.0	years	0	Leda.A45	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	French_Bulldog_	Toy/Companion	GAZ:Brazil	1_10	0	IBD1_Leda_A45_E10_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	40_61	M	both	Canis lupus familiaris	9615	indoor	-14.235	-51.93	14_20	14_20	1_5	38_45	36_43	15_20	False		hydrolyzed	False	stool		male	small		749906	Suchodolski_dog_ibd	10.0		1.0	10.0
Leda.A5	4.0	2.0	years	0	Leda.A5	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Lhasa_Apso	Toy/Companion	GAZ:Brazil		0	IBD1_Leda_A5_E1_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F	small	Canis lupus familiaris	9615	indoor	-14.235	-51.93							False			False	stool		female	small		749906	Suchodolski_dog_ibd	4.5		1.0	4.5
Leda.A53	1.0	1.0	years	0	Leda.A53	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Boxer	Working	GAZ:Brazil		0	IBD1_Leda_A53_E11_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M	both	Canis lupus familiaris	9615	outdoor	-14.235	-51.93							False			False	stool		male	medium		749906	Suchodolski_dog_ibd	24.0		3.0	24.0
Leda.A61	8.0	3.0	years	0	Leda.A61	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Whippet	Hound	GAZ:Brazil		0	IBD1_Leda_A61_E12_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F	small	Canis lupus familiaris	9615	indoor	-14.235	-51.93							False			False	stool		female	medium		749906	Suchodolski_dog_ibd	8.9		1.0	8.9
Leda.A65	5.0	2.0	years	0	Leda.A65	definite_no	False			UBERON:feces	UBERON:feces	UBERON:feces	Lhasa_Apso	Toy/Companion	GAZ:Brazil		0	IBD1_Leda_A65_F1_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M	small	Canis lupus familiaris	9615	indoor	-14.235	-51.93							False			False	stool		male	small		749906	Suchodolski_dog_ibd	7.0		1.0	7.0
Leda.A73	2.0	1.0	years	0	Leda.A73	definite_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Boxer	Working	GAZ:Brazil		0	IBD1_Leda_A73_F2_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F	both	Canis lupus familiaris	9615	indoor	-14.235	-51.93							False			False	stool		female	medium		749906	Suchodolski_dog_ibd	2.9		1.0	2.9
Leda.A9	2.0	1.0	years	0	Leda.A9	maybe_yes	False			UBERON:feces	UBERON:feces	UBERON:feces	Maltese	Toy/Companion	GAZ:Brazil		0	IBD1_Leda_A9_E2_R.K.1.20.12		IBD	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F	small	Canis lupus familiaris	9615	indoor	-14.235	-51.93							False			False	stool		female	small		749906	Suchodolski_dog_ibd	3.5		1.0	3.5
Leda.C1	6.0	3.0	years	0	Leda.C1	definite_no	False	4.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Italian_Greyhound	Toy/Companion	GAZ:Brazil	1_10	0	IBD1_Leda_C1_D9_R.K.1.20.12	True	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	40_61	FS		Canis lupus familiaris	9615		-14.235	-51.93	14_20	5_13	1_5	46_55	15_24	15_20	False		chicken	False	stool		female	small		749906	Suchodolski_dog_ibd	4.0	False	1.0	4.0
Leda.C13	3.0	2.0	years	0	Leda.C13	definite_no	False	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:Brazil		0	IBD1_Leda_C13_C9_R.K.1.20.12	True	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615		-14.235	-51.93							False			False	stool		female			749906	Suchodolski_dog_ibd	40.0	False	4.0	40.0
Leda.C17	4.0	2.0	years	0	Leda.C17	definite_no	False	4.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Poodle	Sporting	GAZ:Brazil		0	IBD1_Leda_C17_C10_R.K.1.20.12	True	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615		-14.235	-51.93							False			False	stool		female	medium		749906	Suchodolski_dog_ibd	5.5	False	1.0	5.5
Leda.C21	6.0	3.0	years	0	Leda.C21	definite_no	False	7.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	GAZ:Brazil	20_45	0	IBD1_Leda_C21_C11_R.K.1.20.12	True	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	F		Canis lupus familiaris	9615		-14.235	-51.93	21_25	5_13	6_15	46_55	15_24	21_26	False		chicken	False	stool		female	large		749906	Suchodolski_dog_ibd	33.0	False	4.0	33.0
Leda.C25	5.0	2.0	years	0	Leda.C25	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	White_Shepherd_Dog_	Working	GAZ:Brazil	20_45	0	IBD1_Leda_C25_C12_R.K.1.20.12	True	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	F		Canis lupus familiaris	9615		-14.235	-51.93	21_25	5_13	6_15	46_55	15_24	21_26	False		chicken	False	stool		female	large		749906	Suchodolski_dog_ibd	27.0	False	3.0	27.0
Leda.C33	5.0	2.0	years	0	Leda.C33	definite_no	False	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Shetland_Sheepdog	Working	GAZ:Brazil		0	IBD1_Leda_C33_D1_R.K.1.20.12	True	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615		-14.235	-51.93	26_35	5_13	6_15				False		chicken	False	stool		female	small		749906	Suchodolski_dog_ibd	26.5	True	3.0	26.5
Leda.C37	8.0	3.0	years	0	Leda.C37	definite_no	False	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Schnauzer	Terrier	GAZ:Brazil		0	IBD1_Leda_C37_D10_R.K.1.20.12	True	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M		Canis lupus familiaris	9615		-14.235	-51.93							False			False	stool		male	small		749906	Suchodolski_dog_ibd	10.0	False	1.0	10.0
Leda.C41			years	0	Leda.C41	definite_no	False	4.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	English_Pointer	Sporting	GAZ:Brazil		0	IBD1_Leda_C41_D2_R.K.1.20.12		healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M		Canis lupus familiaris	9615		-14.235	-51.93							False			False	stool		male	medium		749906	Suchodolski_dog_ibd	30.0	False	3.0	30.0
Leda.C49	15.0	5.0	years	0	Leda.C49	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Poodle	Sporting	GAZ:Brazil		0	IBD1_Leda_C49_D3_R.K.1.20.12	True	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M		Canis lupus familiaris	9615		-14.235	-51.93							False			False	stool		male	medium		749906	Suchodolski_dog_ibd	7.2	True	1.0	7.2
Leda.C53	1.5	1.0	years	0	Leda.C53	definite_no	False	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Whippet	Hound	GAZ:Brazil	1_10	0	IBD1_Leda_C53_D4_R.K.1.20.12	True	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	62_85	MC		Canis lupus familiaris	9615		-14.235	-51.93	21_25	5_13	1_5	38_45	25_35	21_26	False		chicken	False	stool		male	medium		749906	Suchodolski_dog_ibd	14.0	True	2.0	14.0
Leda.C73	8.0	3.0	years	0	Leda.C73	definite_no	False	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Dachshund	Hound	GAZ:Brazil		0	IBD1_Leda_C73_D5_R.K.1.20.12	True	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615		-14.235	-51.93	26_35	5_13	6_15				False		chicken	False	stool		female	small		749906	Suchodolski_dog_ibd	11.0	False	2.0	11.0
Leda.C81	8.0	3.0	years	0	Leda.C81	definite_no	False	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:Brazil		0	IBD1_Leda_C81_D11_R.K.1.20.12	True	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC		Canis lupus familiaris	9615		-14.235	-51.93							False			False	stool		male			749906	Suchodolski_dog_ibd	22.0	False	3.0	22.0
Leda.C82	0.5	1.0	years	0	Leda.C82	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Golden_Retriever	Sporting	GAZ:Brazil		0	IBD1_Leda_C82_D6_R.K.1.20.12	True	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615		-14.235	-51.93							False			False	stool		female	medium		749906	Suchodolski_dog_ibd	31.0	False	4.0	31.0
Leda.C85	3.0	2.0	years	0	Leda.C85	definite_no	False	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:Brazil		0	IBD1_Leda_C85_D7_R.K.1.20.12	False	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615		-14.235	-51.93							False			False	stool		female			749906	Suchodolski_dog_ibd		False		
Leda.C87	12.0	4.0	years	0	Leda.C87	definite_no	False	7.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	German_Shepherd_Dog	Working	GAZ:Brazil		0	IBD1_Leda_C87_D8_R.K.1.20.12	True	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			F		Canis lupus familiaris	9615		-14.235	-51.93							False			False	stool		female	large		749906	Suchodolski_dog_ibd	30.0	False	3.0	30.0
Leda.C9	11.0	4.0	years	0	Leda.C9	definite_no	False	8.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:Brazil	1_10	0	IBD1_Leda_C9_C8_R.K.1.20.12	True	healthy	True	259.08	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	62_85	FS		Canis lupus familiaris	9615		-14.235	-51.93	21_25	5_13	1_5	38_45	25_35	21_26	False		chicken	False	stool		female			749906	Suchodolski_dog_ibd	20.0	False	2.0	20.0
Mel.TX.HC1	5.0	2.0	years	0	Mel.TX.HC1	definite_yes	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	German_Shepherd_Dog	Working	GAZ:United States of America	1_10	0	IBD1_Mel TX_HC1_H11_R.K.1.20.12	True	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	20_35	62_85	MC		Canis lupus familiaris	9615	indoor	31.97	-99.9	26_35	5_13	1_5	46_55	15_24	27_38	False		chicken	False	stool		male	large	Texas	749906	Suchodolski_dog_ibd	31.5	True	4.0	31.5
Mel.TX.HC10	1.0	1.0	years	0	Mel.TX.HC10	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Labrador/Pitt_Bull_mix	Mixed	GAZ:United States of America		0	IBD2_Mel TX_HC10_A8_R.K.1.20.12	True	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			MC		Canis lupus familiaris	9615	indoor	31.97	-99.9	26_35	5_13	1_5				False		chicken	False	stool		male	medium	Texas	749906	Suchodolski_dog_ibd	29.25		3.0	29.25
Mel.TX.HC11	3.0	2.0	years	0	Mel.TX.HC11	definite_yes	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Boxer	Working	GAZ:United States of America		0	IBD2_Mel TX_HC11_A9_R.K.1.20.12	True	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615	indoor	31.97	-99.9	21_25	5_13	1_5				False		chicken	False	stool		female	medium	Texas	749906	Suchodolski_dog_ibd	22.5	False	3.0	22.5
Mel.TX.HC12	4.0	2.0	years	0	Mel.TX.HC12	definite_no	False	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Australian_Cattle_Dog	Working	GAZ:United States of America		0	IBD2_Mel TX_HC12_A10_R.K.1.20.12	True	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			M		Canis lupus familiaris	9615	indoor	31.97	-99.9							False			False	stool		male	medium	Texas	749906	Suchodolski_dog_ibd	20.25	True	2.0	20.25
Mel.TX.HC13	2.0	1.0	years	0	Mel.TX.HC13	definite_no	False	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Pitt_Bull_mix	Terrier	GAZ:United States of America		0	IBD2_Mel TX_HC13_A11_R.K.1.20.12	True	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615	indoor	31.97	-99.9	21_25	5_13	1_5				False		fish	False	stool		female	medium	Texas	749906	Suchodolski_dog_ibd	28.35	False	3.0	28.35
Mel.TX.HC14	4.0	2.0	years	0	Mel.TX.HC14	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Australian_Shepherd	Working	GAZ:United States of America	1_10	0	IBD2_Mel TX_HC14_A12_R.K.1.20.12	True	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	40_61	MC		Canis lupus familiaris	9615	indoor	31.97	-99.9	14_20		1_5	38_45	36_43	15_20	False		hydrolyzed	False	stool		male	medium	Texas	749906	Suchodolski_dog_ibd	24.75	True	3.0	24.75
Mel.TX.HC15	4.0	2.0	years	0	Mel.TX.HC15	definite_yes	False	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:United States of America		0	IBD2_Mel TX_HC15_B1_R.K.1.20.12	True	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615	indoor	31.97	-99.9							False			False	stool		female		Texas	749906	Suchodolski_dog_ibd	20.7	True	2.0	20.7
Mel.TX.HC16	3.0	2.0	years	0	Mel.TX.HC16	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Mixed_Breed	Mixed	GAZ:United States of America	1_10	0	IBD2_Mel TX_HC16_B2_R.K.1.20.12	False	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces	36_50	62_85	MC		Canis lupus familiaris	9615	indoor	31.97	-99.9	26_35	14_20	1_5	10_37	36_43	21_26	False		fish	False	stool		male		Texas	749906	Suchodolski_dog_ibd	27.0		3.0	27.0
Mel.TX.HC17	2.5	1.0	years	0	Mel.TX.HC17	definite_no	False	6.0	5_9	UBERON:feces	UBERON:feces	UBERON:feces	Heeler_Mix	Working	GAZ:United States of America		0	IBD2_Mel TX_HC17_B3_R.K.1.20.12	False	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615	indoor	31.97	-99.9							False			False	stool		female	medium	Texas	749906	Suchodolski_dog_ibd	15.75	True	2.0	15.75
Mel.TX.HC2	2.5	1.0	years	0	Mel.TX.HC2	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Bichon_Frise	Toy/Companion	GAZ:United States of America		0	IBD1_Mel TX_HC2_H12_R.K.1.20.12	True	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615	indoor	31.97	-99.9							False			False	stool		female	small	Texas	749906	Suchodolski_dog_ibd	5.4	True	1.0	5.4
Mel.TX.HC3	2.5	1.0	years	0	Mel.TX.HC3	definite_no	False	5.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Collie_mix	Working	GAZ:United States of America		0	IBD2_Mel TX_HC3_A1_R.K.1.20.12	False	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615	indoor	31.97	-99.9	21_25	5_13	1_5				False		lamb	False	stool		female	large	Texas	749906	Suchodolski_dog_ibd	15.75		2.0	15.75
Mel.TX.HC4	2.0	1.0	years	0	Mel.TX.HC4	definite_no	False	4.0	1_4	UBERON:feces	UBERON:feces	UBERON:feces	Labrador_Retriever	Sporting	GAZ:United States of America		0	IBD2_Mel TX_HC4_A2_R.K.1.20.12	True	healthy	True	571.0	ENVO:urban biome	ENVO:animal-associated habitat	ENVO:feces			FS		Canis lupus familiaris	9615	indoor	31.97	-99.9							False			False	stool		female	large	Texas	749906	Suchodolski_dog_ibd	27.9		3.0	27.9
