	California.HC21	Sweden.IBD.060A	Sweden.HC.7	AHD.89	Nor.C2	Nor.C10	AHD.14	Finland.HC.13	Sweden.IBD.098A	Leda.A61	France.DC10	Finland.HC.11	Sweden.HC.12	AHD.31	Leda.A1	Leda.C9	Mel.TX.HC9	France.DC7	RVC20	Mel.TX.HC13	Leda.C73	RVC08	Nor.C3	California.HC18	California.HC28	Mel.TX.HC16	Leda.C33	RVC.17	Leda.C1	Sweden.HC.23	RVC06	Sweden.IBD.066A	Leda.C41	Finland.HC.10	Sweden.HC.4	Sweden.HC.11	Nor.C6	Sweden.HC.3	California.HC27	Finland.HC.20	California.HC17	AHD.23	Leda.A73	AHD.13	AHD.30	Mel.TX.HC7	France.DC12	California.HC12	Sweden.HC.17	RVC19	Nor.C4	France.DC2	RVC05	Finland.HC.4	RVC12	Leda.A5	Sweden.HC.13	RVC01	Leda.C49	Leda.A21	California.HC8	Leda.A29	Leda.C81	Sweden.IBD.102A	RVC07	France.DC15	France.DC11	France.DC5	Leda.C37	AHD.73	Nor.C12	AHD.16	RVC10	Nor.C9	Nor.C7	France.DC1	Leda.A53	AHD.17	AHD.43	Sweden.HC.2	Sweden.IBD.065A	California.HC22	France.DC17	Leda.C87	Leda.C85	Nor.C16	AHD.83	RVC15	AHD.22	RVC03	Leda.A33	France.DC4	Nor.C17	Leda.C25	Nor.C8	Leda.A37	Leda.C21	Leda.C82	AHD.12	AHD.18	France.DC16	Finland.HC.6	Mel.TX.HC3	Mel.TX.HC10	Sweden.HC.21	Sweden.IBD.101A	Mel.TX.HC8	France.DC13	AHD.19	Sweden.HC.19	RVC14	AHD.82	Sweden.IBD.100A	AHD.15	Nor.C14	Leda.A25	California.HC24	Finland.HC.15	California.HC7	Finland.HC.3	France.DC9	France.DC8	Sweden.IBD.099A	AHD.11	France.DC6	Mel.TX.HC17	AHD.74	Leda.C17	AHD.51	AHD.71	California.HC14	Sweden.HC.9	Nor.C1	Sweden.IBD.062A	AHD.88	AHD.61	Mel.TX.HC11	Mel.TX.HC15	Sweden.HC.1	Finland.HC.14	AHD.21	Sweden.HC.6	Leda.C13	California.HC20	Mel.TX.HC6	Sweden.HC.16	AHD.94	Sweden.IBD.061A	Mel.TX.HC2	AHD.35	Sweden.IBD.067A	California.HC13	Finland.HC.12	California.HC25	Finland.HC.19	California.HC1	Finland.HC.21	Leda.A13	Leda.C53	Sweden.IBD.064A	AHD.37	Mel.TX.HC4
California.HC18	0.606785148116	0.294692425095	0.335691823497	0.417295581141	0.434047678252	0.672237840811	0.522844627303	0.345318346669	0.534690731267	0.377558229691	0.257454482528	0.36208596734	0.411769523261	0.365649425741	0.515596209713	0.336243374944	0.225903046127	0.632770353592	0.688671982018	0.4426575901	0.279570610852	0.314463090275	0.308481210344	0.0	0.267489672202	0.31058004052	0.226039616082	0.576601992628	0.321541456377	0.301538421507	0.308060050497	0.412980922799	0.358774175478	0.341598423654	0.24473128246	0.332233799454	0.345558765105	0.347799417846	0.267553173614	0.383407392166	0.328062974437	0.578105473652	0.403697549696	0.376601767456	0.683974494235	0.308941061944	0.622207376355	0.388594934736	0.378559350267	0.486027438149	0.534655533111	0.58628881369	0.386869688739	0.288778053874	0.531168420584	0.572081559677	0.407539405138	0.566765096898	0.481725992575	0.471222007048	0.384697675114	0.486600242688	0.291405975632	0.555270189701	0.414973945236	0.39307254743	0.593279634413	0.511173273356	0.292545768564	0.170417549261	0.314167365057	0.471874814022	0.664984347637	0.442794659034	0.644019741065	0.495390699575	0.348462260463	0.302536641799	0.344875258193	0.396093800612	0.517659648238	0.366692853458	0.43090418871	0.27916067546	0.225857248649	0.338471001222	0.358377840765	0.508807605504	0.405568942705	0.383016869932	0.478389932619	0.603887491309	0.254570461589	0.368287512381	0.635646157564	0.353484113818	0.271117654226	0.33905522009	0.462690459069	0.421458149405	0.573442843161	0.299851238962	0.418278199105	0.277702323257	0.226542488026	0.459169072348	0.47025309482	0.541508033198	0.468596999977	0.27406901752	0.286473401298	0.309730467278	0.39594228548	0.471233316754	0.415364408211	0.394659539032	0.254051329195	0.322748525382	0.353896015499	0.274810305428	0.561266158244	0.525721499152	0.453251958511	0.523989445014	0.368038158319	0.392006365392	0.354101588082	0.417870128372	0.386020415937	0.310380960268	0.334445516202	0.286904737814	0.364470253113	0.228932826958	0.361548951441	0.38090102372	0.322486092641	0.335625487241	0.301078201612	0.274770134565	0.415006986974	0.328178107068	0.361907469657	0.306509065598	0.211147142525	0.427965751304	0.344459357776	0.297395641365	0.312850755417	0.311946619172	0.166646273075	0.302909517368	0.243071303669	0.314596138683	0.331726707184	0.277510287454	0.433534247251	0.203950662386	0.420374896194	0.647443186637	0.333265921064	0.297878225405
California.HC28	0.589342628878	0.397773258059	0.261385334785	0.287129318586	0.531710927337	0.669645688999	0.43363173698	0.208815154924	0.560545484174	0.298779358357	0.188160234916	0.183506232499	0.337378101766	0.290076216085	0.636057294224	0.48433037201	0.226895382206	0.618957210098	0.690029685365	0.432223912149	0.36799253394	0.368356724857	0.447053898066	0.267489672202	0.0	0.300494396779	0.175767032568	0.505215836889	0.396091169525	0.338541412606	0.294374885148	0.480049229994	0.284452536683	0.221861642573	0.202283534803	0.25851860198	0.273710812357	0.328130256672	0.263180000391	0.326936608716	0.252855328086	0.633138345892	0.388760567607	0.293941998023	0.682607762727	0.263673565549	0.606148167453	0.454834978689	0.258731162246	0.390237787657	0.689764392486	0.617940771997	0.486538943266	0.264354513131	0.677657329717	0.573425587711	0.328662834226	0.677092003995	0.473107850099	0.495497417774	0.482786366373	0.529437298727	0.447150857515	0.563229891624	0.369379076947	0.534459343408	0.625311372837	0.631461166575	0.35522695092	0.232582052247	0.285825434384	0.593080409274	0.647953829157	0.606493118598	0.584305921927	0.558856228958	0.513356157617	0.276800488231	0.304761253838	0.375972181858	0.513380846277	0.347660223346	0.350073799987	0.265500734755	0.244396726484	0.527488691535	0.223198948543	0.566088698056	0.367468881833	0.464136853983	0.62697847282	0.556639556472	0.322496792829	0.348988755998	0.689365716521	0.559482074461	0.21945576255	0.373686588356	0.397904488869	0.356049493718	0.664196441548	0.266625158387	0.329359368243	0.306644667572	0.269960285236	0.462211524476	0.44021271101	0.635165165056	0.421884216701	0.336890971345	0.261438896762	0.18047011647	0.438132518603	0.474947909081	0.457492738343	0.390261641092	0.239787413579	0.251913872189	0.300100389899	0.282345237388	0.685875635342	0.674628891088	0.555480957367	0.433894520887	0.323220103779	0.250031717423	0.324849987401	0.393612562175	0.352139357646	0.195396184547	0.285519500246	0.266559989562	0.344410217747	0.190732449007	0.247386589576	0.277735218196	0.238336462842	0.312890883758	0.223091984358	0.401193819901	0.307237979625	0.263174935032	0.309189098696	0.173502089367	0.227257363045	0.410832942602	0.244070714206	0.3310952492	0.27350118757	0.296765550862	0.326744042089	0.286879405298	0.245269203251	0.314346719417	0.246260430826	0.247753255062	0.364867609857	0.333406416181	0.504672841859	0.627268693888	0.311205587993	0.287308208245
Mel.TX.HC16	0.551669638175	0.40287616386	0.234453710399	0.373525259381	0.537179598972	0.678605640762	0.561207475714	0.301303985156	0.493663991157	0.292758981217	0.276425659911	0.262122440272	0.247495894384	0.125714958986	0.648391670894	0.486658051924	0.189342793019	0.661071289492	0.68729466097	0.360079897183	0.389529607167	0.399979417668	0.415738680513	0.31058004052	0.300494396779	0.0	0.231340476517	0.595474432915	0.4369007413	0.336524135999	0.271295460118	0.495167076856	0.195703765939	0.253355682246	0.220240892322	0.295353805534	0.303508650731	0.197423407352	0.210744270061	0.354351925321	0.148047025149	0.606179160094	0.408981497331	0.332567951231	0.688165436216	0.312672890476	0.66584623028	0.5178105272	0.311027687498	0.384254163961	0.687905037024	0.589335857962	0.495575453155	0.150663293603	0.673579402048	0.568882530244	0.241515393925	0.674155477344	0.508779341939	0.57806364379	0.477882794532	0.484128408037	0.440996235075	0.552622044469	0.319766760041	0.461648045356	0.648262491217	0.644006790807	0.328039622438	0.196206492519	0.294875110318	0.619493671677	0.67199537779	0.556396861273	0.609566552156	0.397829455272	0.440595049262	0.141572948635	0.165659242492	0.254246980957	0.548223162539	0.26602969688	0.360935093493	0.353031422231	0.31273945287	0.45099380299	0.254779081877	0.653210698851	0.310888838162	0.420091570643	0.622354262597	0.581287921633	0.322997480494	0.214296463027	0.687489115276	0.493891872365	0.238271542939	0.24917990171	0.413150791982	0.361140793189	0.619126272982	0.272857337161	0.32954630171	0.230760570562	0.216571285108	0.418976292288	0.399424294304	0.493520370327	0.456641091775	0.255102855393	0.219019423028	0.258859601521	0.400014087616	0.316821574324	0.423706449959	0.316607052296	0.179074381346	0.178978499643	0.19742015624	0.227882141818	0.672464441444	0.618348526458	0.583399193711	0.513573728851	0.314266488608	0.19684666472	0.167672811197	0.128413667372	0.193614350625	0.24601520667	0.172242465144	0.238975810974	0.227091270434	0.208010947635	0.194110166948	0.204305650382	0.158802739646	0.24186669159	0.250910192593	0.350870659019	0.313146757387	0.219862503978	0.208563947728	0.291016557975	0.208516649536	0.419385009887	0.18964980582	0.3236181131	0.297433366629	0.181732750369	0.339405113919	0.2127229658	0.230637654262	0.280632632044	0.24254197343	0.252734837999	0.42544842643	0.333986952509	0.414108790746	0.514833205024	0.133243172758	0.216878699439
Leda.C33	0.526680662686	0.330750772769	0.239675815662	0.325420930263	0.476007072784	0.676449878877	0.5076961252	0.19783727258	0.576802537884	0.31463243149	0.164329043474	0.213286626738	0.278856967693	0.279605725044	0.631978144016	0.407160073828	0.177776048044	0.609240164851	0.690322664145	0.436118850043	0.334612587779	0.315288153085	0.385192203067	0.226039616082	0.175767032568	0.231340476517	0.0	0.441187730331	0.304762448614	0.26880799208	0.215226026649	0.449372185432	0.255908446356	0.145189622151	0.113723021947	0.224500357002	0.187115375843	0.295695522452	0.274297901035	0.369698585562	0.179863467649	0.572206939232	0.277204029155	0.218752587855	0.686224196802	0.186949781257	0.643728794534	0.464403248438	0.248345043261	0.347970389203	0.689702658968	0.565695345879	0.460333916703	0.234440019895	0.677117116381	0.50236317631	0.273944306684	0.679184896766	0.36661390078	0.499280487431	0.429749045287	0.476648098561	0.380908401462	0.564049656605	0.274199985045	0.510132816436	0.623296213266	0.628820217873	0.263983725165	0.155401568326	0.167886130263	0.609327217929	0.657823200339	0.538561891031	0.604442154632	0.531083908042	0.469847593074	0.208385304685	0.259018089356	0.34767811702	0.514680641652	0.312395322638	0.408077461376	0.265291241711	0.25102530659	0.520114164942	0.255736028126	0.536197477109	0.298056477794	0.451361586374	0.601433665539	0.554872229058	0.24769904916	0.308996621751	0.688639488193	0.481436633964	0.199743034003	0.335649691454	0.443229955493	0.355731150967	0.663432774817	0.178273665271	0.327572202848	0.291482573314	0.167804137023	0.457649236516	0.399975701723	0.561400131352	0.385212968569	0.28406248136	0.132370319151	0.184237312744	0.383614338488	0.455464491891	0.439253542763	0.368189397396	0.192398468177	0.231107647164	0.269368621706	0.232661842969	0.686766830018	0.688252713526	0.548526354697	0.45790220792	0.217830318613	0.195765086743	0.289610099074	0.369111492729	0.313828524557	0.223402511741	0.255161472121	0.230535582278	0.290332431171	0.0896853153078	0.300662360456	0.30551523441	0.192753858176	0.277598069382	0.201047267866	0.365641998261	0.3399961557	0.18054916133	0.267332588034	0.143120799665	0.165093571742	0.38728398829	0.261338859352	0.261049517465	0.235415496168	0.225890878867	0.286644107031	0.252443008622	0.178366821849	0.283797414017	0.280287304563	0.204234729653	0.371204206012	0.271615585285	0.494918143061	0.636205786252	0.246945687969	0.203929320714
RVC.17	0.371111770962	0.517748996352	0.597534277776	0.463018422085	0.444978802429	0.378761389503	0.498349399063	0.483748024263	0.635860565932	0.442570828761	0.601807925521	0.467275799422	0.505256288849	0.616538080233	0.63780545126	0.504379052953	0.566539171955	0.562611610927	0.493926513288	0.635029741797	0.502087090143	0.603734477494	0.603374473955	0.576601992628	0.505215836889	0.595474432915	0.441187730331	0.0	0.449667974224	0.548586772371	0.413582008789	0.548010325002	0.382128484141	0.498860770377	0.522996469883	0.582256587832	0.505288329625	0.619954741035	0.538171486171	0.620186421181	0.495627577284	0.332313468719	0.377148653659	0.33699791648	0.342977390783	0.441062963822	0.339469847023	0.352331688445	0.475420834333	0.345465385274	0.64859752505	0.333823468521	0.395397365625	0.545567217076	0.575189966363	0.355154568996	0.510934297619	0.61937489662	0.211910357498	0.32315251056	0.42915035301	0.496073126659	0.460151055031	0.590642604698	0.446035878545	0.469944392213	0.568656022364	0.507032185421	0.534103549221	0.562860633333	0.383001763616	0.543296184081	0.469360509029	0.492394699534	0.45403803448	0.48323054346	0.528156769252	0.547420671005	0.625426900016	0.544841885652	0.488481502272	0.607768939954	0.54730789189	0.420589823681	0.510465144765	0.519805265639	0.54773851177	0.341050336822	0.588123035313	0.585490957779	0.585116609532	0.503495869701	0.593794841757	0.572885995829	0.635841879354	0.554592888278	0.54965468847	0.603569881324	0.56094055767	0.513860820146	0.632392428248	0.508292293986	0.599213987606	0.649182693127	0.533557477883	0.606772199006	0.52616732607	0.594585677866	0.485060962761	0.634811414101	0.537301791	0.523692166811	0.610369606002	0.519323952064	0.657402563414	0.51409553786	0.592394494469	0.562110196655	0.612559164108	0.617131961956	0.672043659567	0.652766762907	0.544102882799	0.429357557987	0.559640635387	0.573465862183	0.588104132797	0.649316421417	0.634546702847	0.54942279728	0.63395293919	0.604094672282	0.602232094755	0.508152512878	0.597616658888	0.601914168081	0.585649666606	0.62231579015	0.574060463667	0.63310082325	0.59136201968	0.530875061022	0.597553655952	0.397711511043	0.585257922776	0.490068791204	0.54244086393	0.552234901042	0.576377621124	0.567762120068	0.565771417734	0.55501005596	0.543119075117	0.605469336758	0.614136730725	0.61037553388	0.538027009939	0.612833842756	0.63358163884	0.630690816128	0.595276243031	0.654610433765
Leda.C1	0.337870751441	0.475810741522	0.492463534013	0.46735542605	0.407311268838	0.63962271957	0.522962656461	0.400256993491	0.518292116137	0.533200442426	0.43669156971	0.387938755879	0.482058141217	0.484857294704	0.538907681184	0.341004828293	0.398986907133	0.585930932186	0.592011683094	0.57927947908	0.272063879295	0.594156139893	0.508312842813	0.321541456377	0.396091169525	0.4369007413	0.304762448614	0.449667974224	0.0	0.482822958456	0.413314615567	0.343505753237	0.428762838664	0.314323485283	0.376051458484	0.436429262895	0.294227220888	0.515534397198	0.428086867957	0.551876241678	0.379110183186	0.548291507898	0.403612938056	0.480010297468	0.689174854482	0.457317092747	0.624399781614	0.404455460334	0.417342797758	0.46482242933	0.688786115888	0.578151943295	0.56567491494	0.401325847394	0.678012915015	0.345922531812	0.489321602404	0.676677538901	0.342889765676	0.485951711742	0.464179732722	0.395174777695	0.322707576146	0.542583713981	0.500691925767	0.487345302504	0.548743869332	0.625890011124	0.445147639996	0.407197274538	0.238564772472	0.657861404271	0.650308324649	0.525337731408	0.572079212724	0.523078187005	0.434170817324	0.447720277403	0.516771839815	0.525406732448	0.37022633886	0.422429796727	0.573417391317	0.415347800064	0.328863901047	0.486859365161	0.489625063086	0.559243286889	0.535491414348	0.53692702469	0.572077810579	0.439816799943	0.35279011789	0.374793852734	0.688318279547	0.436038973567	0.391851426849	0.451728385777	0.590224171368	0.435259456271	0.641672279134	0.332425590313	0.518810849441	0.568958675762	0.37205961572	0.538475995052	0.542095185501	0.533154138043	0.53188705281	0.538199738634	0.384999844861	0.417218683405	0.393517274638	0.498547135874	0.629657115049	0.544955529799	0.386629436135	0.416180914117	0.466634779644	0.495647772201	0.688049271159	0.661560272346	0.52171940608	0.567784248031	0.448770237496	0.521858436406	0.508579346316	0.55119794124	0.468275868691	0.455633652456	0.493844358247	0.487143912245	0.491293620918	0.298332285643	0.538653515922	0.538924332739	0.47233206587	0.508399733166	0.463660419658	0.53300320424	0.561682401044	0.361554243876	0.417390303346	0.344333835131	0.390545085346	0.366448691859	0.447472753571	0.484985650074	0.439532496022	0.46647519973	0.384693884949	0.447692244819	0.392157413976	0.320450062246	0.500715358972	0.413438299001	0.378698541592	0.424955528745	0.447650214323	0.638415747893	0.423055647389	0.5352396986
Sweden.HC.23	0.510393109177	0.183641401323	0.353058781924	0.411318600728	0.228310141308	0.678751169043	0.571242081543	0.307869689215	0.634640009671	0.426810422422	0.337564872175	0.307697970583	0.369939650632	0.342238974724	0.362952263112	0.382528517253	0.338873319978	0.624305275007	0.685524510483	0.48087197019	0.531657592482	0.0877824387004	0.197806015083	0.301538421507	0.338541412606	0.336524135999	0.26880799208	0.548586772371	0.482822958456	0.0	0.24390769986	0.512991641169	0.354934910363	0.261450313138	0.295199662032	0.377238256172	0.291472857037	0.403021132566	0.328527351544	0.477681075827	0.288532346202	0.626112321483	0.294727212983	0.32547341006	0.686430706395	0.355688188286	0.672275229473	0.382605029931	0.363955022167	0.361230638126	0.309929773006	0.641577611378	0.20120931662	0.337528621693	0.33357742317	0.527219884373	0.359753842579	0.449399465843	0.470250640843	0.620457798115	0.146138721447	0.540601805701	0.304846252507	0.55603051841	0.320513563186	0.351975487129	0.595522183604	0.284307277483	0.151815057869	0.327039446638	0.234259402533	0.255055182908	0.66348256106	0.198596212212	0.607782782258	0.443923650746	0.241413875022	0.305761581356	0.350075997721	0.451068642989	0.574309958029	0.413117796086	0.4432451906	0.1621861298	0.38284126988	0.362464666454	0.355285858599	0.360370940909	0.396799096759	0.319868658297	0.238905131247	0.606045731678	0.378262707213	0.421696479411	0.602338294327	0.183380452913	0.368247586544	0.324380790037	0.499108712574	0.414107765909	0.485031315437	0.313631369849	0.41676773692	0.183077186459	0.333937329834	0.472499842238	0.475736722774	0.649891322543	0.457736567162	0.144870080182	0.286581028778	0.315623115588	0.456243650844	0.516849665753	0.266769884657	0.291721991975	0.203324318937	0.330624587342	0.383446077004	0.327038984912	0.410158080231	0.370608933845	0.364357994372	0.503790514697	0.328687697832	0.271505779415	0.329458726194	0.441509778893	0.396058259308	0.335877305243	0.349081363499	0.276894088701	0.392668030396	0.249545700032	0.379323715483	0.382327660504	0.295746940551	0.369573680654	0.345452775417	0.0819214424939	0.417107948701	0.308402658538	0.343599690357	0.289823655806	0.321128508715	0.517648934439	0.371847875874	0.00693974068309	0.392596414243	0.361420953673	0.127904927083	0.408327846099	0.362757387092	0.355144679688	0.389049773739	0.328788706844	0.470149728265	0.173551229259	0.595245362065	0.641757023689	0.331418961771	0.32140788439
RVC06	0.4417786479	0.350941845091	0.311796625187	0.235505108434	0.412987886193	0.539722304882	0.521837907165	0.262046639008	0.549477003884	0.291543251505	0.262297128797	0.253673364514	0.334124171282	0.263416054942	0.585503456475	0.458435039643	0.245381267579	0.616406607077	0.637054410642	0.47217377805	0.466593627247	0.302012479569	0.373405676093	0.308060050497	0.294374885148	0.271295460118	0.215226026649	0.413582008789	0.413314615567	0.24390769986	0.0	0.473794909267	0.281267968628	0.199360953048	0.214618363123	0.322671784657	0.238665159563	0.325202918744	0.33126509593	0.435082460545	0.235134723229	0.545588767802	0.286981378738	0.129802130049	0.613008160076	0.282757104548	0.5576452207	0.420878400092	0.298260933036	0.269871501713	0.609041349936	0.416962923311	0.258584014243	0.235787299281	0.584334501594	0.487269125539	0.324744675885	0.60570859162	0.413644155544	0.536635434804	0.34476096767	0.444492588227	0.375286521817	0.440371039153	0.219441411271	0.401357035406	0.572427664549	0.549147569011	0.282067804702	0.222802344399	0.171726968022	0.469930285723	0.608497221157	0.444129057209	0.431979236627	0.456168861114	0.472802620857	0.197578055905	0.240947715911	0.377424811513	0.499223979475	0.29467104852	0.31241138324	0.189322505675	0.30726888676	0.38666942531	0.28666104054	0.44201292018	0.330861380613	0.336854630856	0.506255405495	0.593732065321	0.317309748034	0.376002107634	0.64044698127	0.442030346594	0.299394248769	0.31064566588	0.414044733391	0.28163511681	0.601753118449	0.250842086906	0.383410872611	0.253244895678	0.234844648834	0.406993584517	0.286449210859	0.596678710014	0.24688080453	0.281000678499	0.209472427596	0.247536339231	0.418867797777	0.298425970664	0.395210773804	0.25284160686	0.186236708628	0.256835136434	0.332341393256	0.259238705842	0.635333781369	0.598546479462	0.457682068817	0.301581249426	0.267433616762	0.238747006873	0.23140863389	0.37528425279	0.298129992234	0.273313632804	0.289378047203	0.282340096592	0.337235057647	0.174900966006	0.323065225033	0.317614312723	0.220731797044	0.315955480821	0.283142804465	0.326079783145	0.341685280138	0.243365811138	0.268265447433	0.24682968416	0.240591016611	0.482709343264	0.300451162267	0.237822154021	0.331836162378	0.310020511992	0.338085291299	0.360941699873	0.263337841522	0.280123173499	0.323400655796	0.256581706426	0.430616261324	0.326193584545	0.515360067699	0.625782470124	0.244288398312	0.258590668848
Sweden.IBD.066A	0.479495605218	0.432875362697	0.506247296587	0.379041680767	0.511650201669	0.63180902123	0.591525211061	0.423203849862	0.559541410502	0.484877721017	0.465728223806	0.38889898421	0.498843638922	0.453940834977	0.340920724596	0.404801887276	0.388083954779	0.622309147232	0.526361880144	0.518605490968	0.446874662132	0.520637242583	0.48383356208	0.412980922799	0.480049229994	0.495167076856	0.449372185432	0.548010325002	0.343505753237	0.512991641169	0.473794909267	0.0	0.463720303767	0.485510281387	0.471665185596	0.462054728185	0.359642040144	0.446976875768	0.448052606548	0.545537315224	0.49671876722	0.557336904183	0.475044581127	0.482722082102	0.675424450079	0.42760496068	0.629219230411	0.441270618328	0.436937653325	0.556505973339	0.625461410025	0.563287504291	0.516155708673	0.374554941712	0.609650521208	0.561025713988	0.497747969582	0.624407344408	0.580192656562	0.508581115149	0.45576582077	0.479168528377	0.420547609104	0.34208375369	0.541532855885	0.468292427148	0.579960051899	0.602763070711	0.454892868352	0.478801146043	0.419870207721	0.556712613486	0.655425580539	0.519617014717	0.58730729793	0.560336184613	0.464394975378	0.474695827854	0.479713388068	0.477684939257	0.387030286184	0.424569379611	0.46086794236	0.405227662785	0.401800847297	0.487441980061	0.490480318702	0.596381764656	0.526980454311	0.431531350913	0.542312978349	0.564644188242	0.44060810714	0.40566664703	0.648368898766	0.509381371553	0.454597849064	0.371270907576	0.505246083877	0.366511893579	0.603791580035	0.296665570981	0.425384767558	0.472861627345	0.398122086726	0.53803431306	0.366117877672	0.522798764034	0.459657667096	0.474826970923	0.422507541067	0.489211880541	0.523556657802	0.444418777651	0.551887499896	0.492328345112	0.46775564904	0.453236128861	0.495030541947	0.469660873586	0.637419567192	0.622179448958	0.392317936185	0.536754996894	0.488667809019	0.534603130632	0.467105961264	0.51749421686	0.44583950325	0.478610037399	0.504974955338	0.485073410474	0.495061348208	0.4375856388	0.486587279384	0.49828972901	0.499059407067	0.539872041964	0.473207817184	0.496928993118	0.530267883462	0.418170417218	0.372537682631	0.515778847016	0.499296851523	0.469094970602	0.483394789267	0.513831134972	0.469941192408	0.517950715965	0.423276008505	0.456098318875	0.433315608661	0.332291560831	0.462292827384	0.375656316165	0.498082034979	0.440058003815	0.481321179254	0.636179260362	0.452991913645	0.55627597019
Leda.C41	0.448788414734	0.373388682083	0.289192406933	0.33911795813	0.489127900421	0.503472030072	0.525495859004	0.295677675284	0.520585531284	0.242243729594	0.319185421034	0.207445663271	0.23264111864	0.182794048988	0.60148441667	0.457014215697	0.255917350975	0.561290475937	0.535049830285	0.378305211608	0.441212423878	0.422861309964	0.418555307	0.358774175478	0.284452536683	0.195703765939	0.255908446356	0.382128484141	0.428762838664	0.354934910363	0.281267968628	0.463720303767	0.0	0.286715137785	0.248229257771	0.322193993187	0.296219339306	0.244029419782	0.254355262434	0.391329578734	0.149062175528	0.495739361511	0.311701904577	0.254061648574	0.478546736963	0.269592347797	0.470743702498	0.347446081193	0.268844777193	0.29804832387	0.635238608298	0.480321430447	0.390762140804	0.172064035328	0.586099371175	0.459426303447	0.229665033081	0.631566820571	0.382739217608	0.380262441508	0.387605057577	0.418367142795	0.39355214178	0.523885084615	0.266165062673	0.481326098911	0.569650423162	0.553902132713	0.306514013289	0.271172192588	0.283006559394	0.546712932193	0.520460899793	0.521645009045	0.551630204562	0.304761472882	0.449345101889	0.228486012726	0.315671340392	0.29606892538	0.448060554494	0.330238598777	0.368108009345	0.308062443532	0.290021372909	0.527961080395	0.306999528884	0.532569393465	0.28886527417	0.415543023635	0.594257926843	0.489605535267	0.364537134699	0.183874582866	0.624693605514	0.506306789644	0.281029671153	0.258867700971	0.419167490146	0.370122621492	0.583564199624	0.263497911948	0.325228849538	0.322258190724	0.28748208708	0.408691460843	0.398451184553	0.574017796602	0.463607403991	0.325869225756	0.294076591305	0.25100893879	0.391040233198	0.447938794938	0.456124905451	0.308056776909	0.237507569971	0.272256449491	0.240576514978	0.255994029837	0.626181253181	0.573591006506	0.51610223706	0.466893323951	0.315744115144	0.228150880095	0.276080722355	0.278517338997	0.243810494651	0.258620626345	0.28271043914	0.319384377962	0.251168040928	0.271722298246	0.272030287348	0.282422786082	0.239857274746	0.27180512444	0.270094220604	0.392252844119	0.374914073837	0.285320884436	0.305381619091	0.285122269932	0.302017291338	0.438865511579	0.258650753376	0.345286869964	0.30594669171	0.231254161828	0.372206461399	0.263629776446	0.290874683663	0.3137050782	0.296283337131	0.268818252271	0.432016967083	0.393755954533	0.455538829825	0.545232128334	0.285882849255	0.314939744765
Finland.HC.10	0.38186126219	0.398946367293	0.284295494381	0.308200550875	0.421964587352	0.676637386408	0.514710454439	0.19828958574	0.553303417901	0.339854646012	0.240713822802	0.152681203521	0.322975378908	0.248590068542	0.634102414282	0.427342105548	0.260364159757	0.622746924628	0.689432186154	0.474031647761	0.362419063986	0.384638180811	0.413097468288	0.341598423654	0.221861642573	0.253355682246	0.145189622151	0.498860770377	0.314323485283	0.261450313138	0.199360953048	0.485510281387	0.286715137785	0.0	0.159021461798	0.286191861889	0.128603132328	0.332954694378	0.298246764235	0.414571206918	0.172452624301	0.598682723342	0.272893419731	0.276206920249	0.685440968584	0.307683675108	0.639498733446	0.490035176753	0.271893891736	0.243331140728	0.689924989763	0.612881387262	0.461883840375	0.247195073926	0.675571958751	0.401238021497	0.318657207291	0.681785073314	0.360781073834	0.557730016297	0.391164044816	0.404752903816	0.377131294744	0.569433098502	0.226430404181	0.552465654238	0.60708029056	0.648252099695	0.301120598955	0.273618224344	0.135656690888	0.610443547791	0.663048779114	0.531729066826	0.577695037826	0.518024639166	0.513475011004	0.250033769356	0.278020730629	0.39583900072	0.517215667154	0.339216673272	0.421635091307	0.27912433925	0.30362659149	0.559759258894	0.248165204598	0.592778736931	0.369404709599	0.470774499654	0.578585395958	0.548228240326	0.320931815987	0.323481466413	0.688904102581	0.435600237387	0.287265641128	0.390351562261	0.448183004505	0.363276807796	0.655851695606	0.21953062853	0.381861649628	0.335419668887	0.255497033932	0.463813951448	0.441670668152	0.615398945373	0.416271505503	0.306729708014	0.185865913326	0.159729177004	0.316675659301	0.466958048892	0.462411790044	0.404139907067	0.144760077942	0.221519642777	0.285900328944	0.30669259688	0.686821917532	0.68199753754	0.56359393413	0.46427397866	0.267493669866	0.215441351483	0.304899556757	0.383081641549	0.312400363019	0.236677095859	0.294632905926	0.275657699092	0.334228553824	0.113704974418	0.291040951242	0.295301024175	0.21587058261	0.327029177471	0.260485225289	0.378962557771	0.361550121633	0.177403170004	0.270858407051	0.150583013162	0.246809518993	0.383362236626	0.275604828672	0.260909602651	0.304114888275	0.30247798779	0.337258712854	0.333602270762	0.261553551716	0.239261249251	0.307888219393	0.267761949262	0.302323058539	0.343264679643	0.512997430563	0.642078789296	0.252060830565	0.297332916993
